Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_PctRural, se_PctRural, t_PctRural, est_PctPov, se_PctPov, t_PctPov, est_PctBlack, se_PctBlack, t_PctBlack, y, yhat, residual, std_residual, localR2, influence, CooksD
   12, 13025, 979288.9, 3463849,        18.584251,         3.536748,         5.254615,        -0.091560,         0.028990,        -3.158336,        -0.270595,         0.166519,        -1.625009,         0.117098,         0.085873,         1.363625,         5.800000,         5.039679,         0.760321,         0.233490,         0.672030,         0.277304,         0.001251
   13, 13027, 827822, 3421638,        18.406127,         3.426653,         5.371458,        -0.068457,         0.027443,        -2.494527,        -0.388811,         0.167604,        -2.319822,         0.148034,         0.064784,         2.285027,         9.100000,         9.984075,        -0.884075,        -0.238305,         0.527200,         0.061981,         0.000224
   14, 13029, 1023145, 3554982,        18.757796,         3.265023,         5.745072,        -0.099750,         0.028264,        -3.529264,        -0.142460,         0.167059,        -0.852750,         0.041247,         0.068797,         0.599546,        11.800000,         9.449995,         2.350005,         0.693671,         0.568427,         0.217779,         0.008011
   15, 13031, 994903.4, 3600493,        19.977058,         2.564114,         7.791019,        -0.100464,         0.024590,        -4.085577,        -0.160074,         0.141596,        -1.130500,         0.014152,         0.050914,         0.277958,        19.900000,         9.592924,        10.307076,         2.911120,         0.560800,         0.145624,         0.086376
   16, 13033, 971593.8, 3671394,        23.381373,         2.522239,         9.270086,        -0.107465,         0.023837,        -4.508294,        -0.205462,         0.127239,        -1.614777,        -0.024744,         0.051951,        -0.476296,         9.600000,         8.094745,         1.505255,         0.417192,         0.564821,         0.112748,         0.001323
   17, 13035, 782448.2, 3684504,        26.883788,         1.356073,        19.824738,        -0.150977,         0.016149,        -9.349208,        -0.241435,         0.097165,        -2.484778,         0.000226,         0.038312,         0.005889,         7.200000,        12.043680,        -4.843680,        -1.288907,         0.594877,         0.037487,         0.003869
   18, 13037, 724741.2, 3492653,        19.002626,         2.539986,         7.481390,        -0.069926,         0.022830,        -3.062963,        -0.338172,         0.129720,        -2.606949,         0.103909,         0.062809,         1.654362,        10.100000,         7.375325,         2.724675,         0.761889,         0.585250,         0.128345,         0.005111
   19, 13039, 1008480, 3437933,        19.613265,         4.084949,         4.801349,        -0.100208,         0.032522,        -3.081243,        -0.296955,         0.192167,        -1.545297,         0.124032,         0.094322,         1.314988,        13.500000,        13.982697,        -0.482697,        -0.151688,         0.773166,         0.309848,         0.000618
   20, 13043, 964264.9, 3598842,        19.841663,         2.269700,         8.741978,        -0.094625,         0.022214,        -4.259627,        -0.190744,         0.119946,        -1.590251,         0.023944,         0.045757,         0.523293,         9.900000,        11.055578,        -1.155578,        -0.311170,         0.556492,         0.060056,         0.000370
   21, 13045, 678778.6, 3713250,        26.696030,         1.597285,        16.713379,        -0.134240,         0.020277,        -6.620453,        -0.564322,         0.139328,        -4.050317,         0.135815,         0.048051,         2.826501,        12.000000,        11.474032,         0.525968,         0.140163,         0.636072,         0.040273,         0.000049
   22, 13047, 670055.9, 3862318,        22.743482,         2.793802,         8.140691,        -0.063164,         0.037651,        -1.677638,        -0.681787,         0.219722,        -3.102956,         0.294595,         0.100431,         2.933325,         8.100000,        12.076153,        -3.976153,        -1.217296,         0.657638,         0.272836,         0.033247
   23, 13049, 962612.3, 3432769,        19.075145,         3.741817,         5.097830,        -0.092524,         0.031391,        -2.947426,        -0.316625,         0.182674,        -1.733280,         0.134073,         0.088866,         1.508707,         6.400000,         7.655186,        -1.255186,        -0.375373,         0.709966,         0.237940,         0.002631
   24, 13051, 1059706, 3556747,        18.990865,         3.735673,         5.083653,        -0.107228,         0.031900,        -3.361352,        -0.101299,         0.189184,        -0.535450,         0.029855,         0.080420,         0.371233,        18.600000,        17.836743,         0.763257,         0.257606,         0.586796,         0.401690,         0.002664
   25, 13053, 704959.2, 3577608,        20.896180,         1.796002,        11.634829,        -0.090270,         0.019345,        -4.666330,        -0.332885,         0.109990,        -3.026520,         0.087573,         0.058660,         1.492885,        20.200000,        18.906977,         1.293023,         0.373348,         0.629131,         0.182508,         0.001861
   26, 13055, 653026.6, 3813760,        25.293384,         2.281356,        11.086998,        -0.093700,         0.031341,        -2.989693,        -0.723140,         0.193378,        -3.739520,         0.232752,         0.073528,         3.165481,         5.900000,         9.487181,        -3.587181,        -0.966545,         0.666937,         0.061225,         0.003643
   27, 13057, 734240.9, 3794110,        27.473015,         1.747669,        15.719800,        -0.157980,         0.020569,        -7.680380,        -0.309053,         0.133275,        -2.318914,         0.054192,         0.042857,         1.264487,        18.400000,        16.552460,         1.847540,         0.501873,         0.592194,         0.076370,         0.001245
   28, 13059, 832508.6, 3762905,        29.069629,         1.507976,        19.277245,        -0.181979,         0.019101,        -9.527381,        -0.106946,         0.122360,        -0.874034,        -0.055090,         0.041226,        -1.336292,        37.500000,        21.534224,        15.965776,         5.352787,         0.552284,         0.393657,         1.112367
   29, 13061, 695793.9, 3495219,        19.140866,         2.707916,         7.068485,        -0.068142,         0.023743,        -2.870047,        -0.339158,         0.139936,        -2.423673,         0.099905,         0.069720,         1.432932,        11.200000,         6.288878,         4.911122,         1.403680,         0.595006,         0.165697,         0.023400
   30, 13063, 745538.8, 3711726,        27.222913,         1.439799,        18.907442,        -0.156534,         0.017349,        -9.022591,        -0.288867,         0.110740,        -2.608513,         0.028741,         0.038787,         0.740984,        14.700000,        24.734505,       -10.034505,        -2.789923,         0.596394,         0.118330,         0.062469
   31, 13065, 908046.1, 3428340,        18.702879,         3.517471,         5.317137,        -0.081787,         0.030613,        -2.671640,        -0.349829,         0.176375,        -1.983435,         0.140474,         0.079168,         1.774364,         6.700000,         8.508208,        -1.808208,        -0.502111,         0.628574,         0.116113,         0.001980
   32, 13067, 724646.8, 3757187,        27.546725,         1.626427,        16.936957,        -0.156628,         0.019206,        -8.155123,        -0.345680,         0.125252,        -2.759870,         0.054941,         0.040341,         1.361898,        33.000000,        25.243092,         7.756908,         2.196593,         0.597867,         0.150083,         0.050950
   33, 13069, 894463.9, 3492465,        17.723650,         2.651510,         6.684362,        -0.077051,         0.021905,        -3.517560,        -0.268334,         0.120551,        -2.225888,         0.100279,         0.050808,         1.973693,        11.100000,         9.261725,         1.838275,         0.487910,         0.538134,         0.032523,         0.000479
   34, 13071, 808691.8, 3455994,        18.336279,         2.716282,         6.750506,        -0.068346,         0.023402,        -2.920581,        -0.360041,         0.137575,        -2.617054,         0.130241,         0.055756,         2.335909,        10.000000,         9.214185,         0.785815,         0.211909,         0.535180,         0.062783,         0.000180
   35, 13073, 942527.9, 3722100,        26.192310,         2.423129,        10.809294,        -0.133143,         0.023879,        -5.575791,        -0.164297,         0.124323,        -1.321536,        -0.058899,         0.049926,        -1.179726,        23.900000,        20.390006,         3.509994,         1.060744,         0.537486,         0.253740,         0.022877
   36, 13075, 839816.1, 3449007,        18.142264,         2.917877,         6.217625,        -0.069016,         0.024367,        -2.832365,        -0.358337,         0.145257,        -2.466911,         0.135498,         0.057121,         2.372114,         6.500000,         9.893330,        -3.393330,        -0.903078,         0.533585,         0.037723,         0.001912
   37, 13077, 705457.9, 3694344,        26.433805,         1.472463,        17.952096,        -0.141608,         0.018295,        -7.740303,        -0.430607,         0.120012,        -3.588033,         0.090316,         0.044684,         2.021212,        13.300000,        12.788792,         0.511208,         0.137255,         0.623535,         0.054548,         0.000065
   38, 13079, 783416.5, 3623343,        23.925549,         1.393147,        17.173747,        -0.116689,         0.015940,        -7.320490,        -0.303190,         0.086440,        -3.507529,         0.039242,         0.040588,         0.966835,         5.700000,         9.215154,        -3.515154,        -0.955715,         0.611045,         0.078001,         0.004621
   39, 13081, 805648.4, 3537103,        18.648749,         2.005834,         9.297256,        -0.079016,         0.018597,        -4.248909,        -0.277562,         0.093058,        -2.982675,         0.083651,         0.043923,         1.904491,        10.000000,        10.176334,        -0.176334,        -0.047614,         0.559839,         0.065227,         0.000009
   40, 13083, 635964.3, 3854592,        22.566565,         3.022686,         7.465732,        -0.055012,         0.042339,        -1.299333,        -0.772356,         0.251875,        -3.066422,         0.308952,         0.113429,         2.723746,         8.000000,         6.089650,         1.910350,         0.538044,         0.643609,         0.140812,         0.002837
   41, 13085, 764386.1, 3812502,        27.933263,         1.724557,        16.197360,        -0.167966,         0.020788,        -8.079940,        -0.226434,         0.134739,        -1.680540,         0.023732,         0.043113,         0.550452,         8.600000,         8.245142,         0.354858,         0.095396,         0.572237,         0.056914,         0.000033
   42, 13087, 732628.4, 3421800,        18.519852,         3.424052,         5.408753,        -0.058424,         0.028612,        -2.041967,        -0.401243,         0.178519,        -2.247625,         0.137764,         0.074950,         1.838086,        11.700000,        11.219844,         0.480156,         0.130522,         0.495288,         0.077650,         0.000086
   43, 13089, 759231.9, 3735253,        27.744120,         1.475708,        18.800553,        -0.164630,         0.017822,        -9.237726,        -0.244146,         0.114305,        -2.135914,         0.011208,         0.038077,         0.294343,        32.700000,        25.388792,         7.311208,         2.105848,         0.583680,         0.178471,         0.057609
   44, 13091, 860451.4, 3569933,        19.091436,         1.932191,         9.880716,        -0.084034,         0.018094,        -4.644398,        -0.242266,         0.089558,        -2.705141,         0.054932,         0.038634,         1.421844,         8.000000,         9.387111,        -1.387111,        -0.367325,         0.510958,         0.028103,         0.000233
   45, 13093, 800031.3, 3564188,        19.744520,         1.775024,        11.123521,        -0.084826,         0.017756,        -4.777241,        -0.289501,         0.086959,        -3.329155,         0.073315,         0.042438,         1.727599,         9.500000,         7.652562,         1.847438,         0.500901,         0.573599,         0.072883,         0.001179
   46, 13095, 764116.9, 3494367,        18.705160,         2.352000,         7.952874,        -0.072391,         0.021383,        -3.385449,        -0.326108,         0.116453,        -2.800345,         0.105895,         0.054396,         1.946753,        17.000000,        15.334839,         1.665161,         0.489969,         0.574421,         0.212822,         0.003881
   47, 13097, 707288.7, 3731361,        27.194555,         1.581773,        17.192449,        -0.148496,         0.018985,        -7.821778,        -0.419182,         0.125553,        -3.338688,         0.080179,         0.041802,         1.918052,        12.000000,        21.074884,        -9.074884,        -2.486400,         0.612403,         0.092098,         0.037501
   48, 13099, 703495.1, 3467152,        18.995715,         2.937784,         6.466001,        -0.062936,         0.025560,        -2.462334,        -0.367751,         0.152480,        -2.411798,         0.113196,         0.072041,         1.571273,         9.400000,         9.116122,         0.283878,         0.079720,         0.563070,         0.135780,         0.000060
   49, 13101, 896654, 3401148,        19.404694,         4.043398,         4.799105,        -0.088851,         0.034599,        -2.568030,        -0.368426,         0.200442,        -1.838068,         0.144416,         0.085719,         1.684758,         4.700000,         6.798445,        -2.098445,        -0.672777,         0.640253,         0.336943,         0.013754
   50, 13103, 1031899, 3596117,        19.911366,         3.048201,         6.532170,        -0.106458,         0.027927,        -3.812078,        -0.116010,         0.169773,        -0.683324,         0.003838,         0.063774,         0.060174,         7.600000,         9.006462,        -1.406462,        -0.435290,         0.556532,         0.288464,         0.004593
   51, 13105, 879541.2, 3785425,        29.636228,         1.717869,        17.251735,        -0.183694,         0.021555,        -8.522164,        -0.084970,         0.133666,        -0.635691,        -0.075941,         0.045646,        -1.663685,         8.000000,        12.826227,        -4.826227,        -1.286367,         0.526599,         0.040634,         0.004191
   52, 13107, 943066.2, 3616602,        20.739756,         2.148582,         9.652766,        -0.093860,         0.020956,        -4.478878,        -0.215808,         0.106894,        -2.018898,         0.015769,         0.044398,         0.355177,         9.100000,         9.681443,        -0.581443,        -0.155731,         0.541601,         0.049914,         0.000076
   53, 13109, 981727.8, 3571315,        19.004190,         2.546433,         7.463063,        -0.094618,         0.023788,        -3.977590,        -0.168651,         0.134971,        -1.249540,         0.033378,         0.051169,         0.652316,         8.600000,         6.389505,         2.210495,         0.604092,         0.547490,         0.087417,         0.002090
   54, 13111, 739255.8, 3866604,        24.693689,         2.315303,        10.665422,        -0.121334,         0.027006,        -4.492862,        -0.340550,         0.164674,        -2.068022,         0.159147,         0.068501,         2.323290,         7.800000,         6.707633,         1.092367,         0.303838,         0.603420,         0.119047,         0.000746
   55, 13113, 731468.7, 3700612,        26.862510,         1.438259,        18.677101,        -0.150482,         0.017429,        -8.634005,        -0.335553,         0.111434,        -3.011234,         0.048767,         0.040393,         1.207319,        25.800000,        18.129290,         7.670710,         2.118288,         0.606833,         0.106284,         0.031910
   56, 13115, 662257.4, 3789664,        26.451908,         2.041983,        12.954031,        -0.116727,         0.026147,        -4.464330,        -0.651586,         0.171103,        -3.808160,         0.178744,         0.057890,         3.087658,        13.700000,        15.800257,        -2.100257,        -0.583178,         0.653783,         0.116023,         0.002669
   57, 13117, 765397.3, 3789005,        28.163068,         1.631363,        17.263515,        -0.171225,         0.019746,        -8.671201,        -0.220092,         0.127809,        -1.722043,         0.011706,         0.040192,         0.291255,        15.600000,        10.622635,         4.977365,         1.362119,         0.571906,         0.089945,         0.010965
   58, 13119, 845701.3, 3813323,        30.154713,         1.666311,        18.096693,        -0.195139,         0.022073,        -8.840787,        -0.082155,         0.139318,        -0.589691,        -0.063085,         0.045575,        -1.384200,         9.500000,        11.159100,        -1.659100,        -0.445018,         0.525444,         0.052698,         0.000659
   59, 13121, 733728.4, 3733248,        27.437856,         1.517647,        18.079208,        -0.157506,         0.018159,        -8.673638,        -0.318010,         0.117712,        -2.701601,         0.041757,         0.039089,         1.068238,        31.600000,        23.009442,         8.590558,         2.461739,         0.595901,         0.170040,         0.074245
   60, 13123, 732702.3, 3844809,        25.713827,         2.099370,        12.248354,        -0.134199,         0.024481,        -5.481725,        -0.339205,         0.152275,        -2.227583,         0.122425,         0.058197,         2.103624,         8.600000,         6.694944,         1.905056,         0.522714,         0.604543,         0.094715,         0.001709
   61, 13125, 908386.8, 3685752,        25.337598,         1.859657,        13.624875,        -0.126161,         0.019652,        -6.419797,        -0.196024,         0.099972,        -1.960785,        -0.037473,         0.044765,        -0.837103,         5.300000,         8.952807,        -3.652807,        -1.019298,         0.541422,         0.124715,         0.008852
   62, 13127, 1023411, 3471063,        19.077573,         3.882807,         4.913346,        -0.099881,         0.031062,        -3.215573,        -0.242412,         0.177271,        -1.367465,         0.105659,         0.091103,         1.159773,        19.900000,        16.285187,         3.614813,         1.106220,         0.720660,         0.272242,         0.027374
   63, 13129, 695325.1, 3822135,        25.637953,         2.110174,        12.149686,        -0.122165,         0.025474,        -4.795710,        -0.476661,         0.157513,        -3.026171,         0.156018,         0.059956,         2.602206,         9.200000,        11.200190,        -2.000190,        -0.534190,         0.633392,         0.044458,         0.000794
   64, 13131, 765058.1, 3421817,        18.648232,         3.299006,         5.652682,        -0.062225,         0.027434,        -2.268113,        -0.408138,         0.168979,        -2.415314,         0.144474,         0.069341,         2.083533,         7.700000,        10.650454,        -2.950454,        -0.798557,         0.506587,         0.069612,         0.002853
   65, 13133, 855577.3, 3722330,        28.081180,         1.482950,        18.936032,        -0.161741,         0.017622,        -9.178434,        -0.157043,         0.105037,        -1.495121,        -0.049968,         0.040630,        -1.229845,         8.800000,         9.402701,        -0.602701,        -0.161766,         0.562091,         0.053915,         0.000089
   66, 13135, 772634.6, 3764306,        28.230925,         1.538159,        18.353707,        -0.172468,         0.018767,        -9.189788,        -0.204397,         0.121058,        -1.688428,        -0.001500,         0.038661,        -0.038788,        29.600000,        25.060111,         4.539889,         1.276274,         0.571539,         0.137615,         0.015543
   67, 13137, 818917.1, 3839931,        29.699210,         1.768507,        16.793378,        -0.190521,         0.022750,        -8.374628,        -0.120584,         0.145945,        -0.826228,        -0.033006,         0.047340,        -0.697221,        12.000000,        11.260396,         0.739604,         0.198048,         0.531282,         0.049489,         0.000122
   68, 13139, 794419.5, 3803344,        28.802723,         1.625690,        17.717234,        -0.180791,         0.020362,        -8.878637,        -0.157169,         0.131503,        -1.195172,        -0.016509,         0.041701,        -0.395897,        15.400000,        12.334620,         3.065380,         0.816176,         0.554934,         0.038611,         0.001600
   69, 13141, 873518.8, 3689861,        26.553094,         1.549664,        17.134740,        -0.140063,         0.017401,        -8.049294,        -0.202530,         0.093896,        -2.156961,        -0.034691,         0.041346,        -0.839044,         6.800000,         3.687835,         3.112165,         0.932988,         0.561857,         0.241646,         0.016586
   70, 13143, 665933.8, 3740622,        27.099926,         1.770774,        15.304005,        -0.129440,         0.022123,        -5.850972,        -0.641280,         0.153415,        -4.180040,         0.155147,         0.049537,         3.131946,         7.500000,        10.093295,        -2.593295,        -0.707171,         0.643004,         0.083455,         0.002723
   71, 13145, 695500.6, 3624790,        23.103493,         1.521419,        15.185492,        -0.111382,         0.018736,        -5.944938,        -0.411021,         0.119302,        -3.445201,         0.112781,         0.057816,         1.950695,        13.600000,         9.676871,         3.923129,         1.072916,         0.651037,         0.088761,         0.006705
   72, 13147, 870749.9, 3810303,        30.302686,         1.749549,        17.320287,        -0.194071,         0.022874,        -8.484423,        -0.072209,         0.141990,        -0.508553,        -0.075938,         0.047147,        -1.610689,         9.100000,        13.405007,        -4.305007,        -1.147366,         0.513583,         0.040506,         0.003323
   73, 13149, 675280.4, 3685569,        25.772877,         1.516704,        16.992686,        -0.127810,         0.020181,        -6.333094,        -0.563137,         0.138556,        -4.064328,         0.148568,         0.053350,         2.784805,         5.700000,         4.223824,         1.476176,         0.418305,         0.645804,         0.151231,         0.001864
   74, 13151, 763488.4, 3699716,        27.157444,         1.393195,        19.492917,        -0.156186,         0.016780,        -9.307805,        -0.253817,         0.104787,        -2.422211,         0.011053,         0.038451,         0.287455,        10.700000,        13.852186,        -3.152186,        -0.855255,         0.594300,         0.074170,         0.003504
   75, 13153, 814118.9, 3590553,        21.361846,         1.589640,        13.438167,        -0.095367,         0.016745,        -5.695302,        -0.293450,         0.083449,        -3.516511,         0.053864,         0.039944,         1.348486,        16.000000,        17.432338,        -1.432338,        -0.398576,         0.579527,         0.119827,         0.001293
   76, 13155, 855461.8, 3506293,        17.814810,         2.357827,         7.555606,        -0.076171,         0.019699,        -3.866794,        -0.271117,         0.107250,        -2.527907,         0.096159,         0.043864,         2.192174,         8.300000,         8.544000,        -0.244000,        -0.065479,         0.534055,         0.053595,         0.000015
   77, 13157, 815753.1, 3783949,        29.136599,         1.550676,        18.789616,        -0.185049,         0.019791,        -9.350263,        -0.117475,         0.127587,        -0.920744,        -0.041816,         0.041197,        -1.015014,         9.000000,        12.645755,        -3.645755,        -0.967712,         0.550196,         0.032655,         0.001890
   78, 13159, 807249.1, 3695092,        27.298936,         1.364796,        20.002207,        -0.155144,         0.016230,        -9.559082,        -0.206944,         0.097091,        -2.131443,        -0.019267,         0.038143,        -0.505127,        10.800000,         7.513210,         3.286790,         0.882663,         0.584253,         0.054955,         0.002709
   79, 13161, 915741.9, 3530869,        17.823662,         2.375614,         7.502759,        -0.082746,         0.020465,        -4.043297,        -0.212756,         0.109548,        -1.942135,         0.069209,         0.045439,         1.523116,         8.300000,         9.500135,        -1.200135,        -0.324922,         0.518931,         0.070173,         0.000476
   80, 13163, 924108.1, 3668080,        23.853599,         2.031377,        11.742575,        -0.112087,         0.020642,        -5.430052,        -0.203745,         0.102225,        -1.993099,        -0.027193,         0.046214,        -0.588417,         6.200000,         4.747053,         1.452947,         0.402965,         0.531984,         0.113941,         0.001249
   81, 13165, 970465.7, 3640263,        21.771836,         2.382378,         9.138700,        -0.100218,         0.023002,        -4.356904,        -0.209438,         0.123270,        -1.699012,        -0.000275,         0.048490,        -0.005677,         7.700000,        10.546280,        -2.846280,        -0.782804,         0.566297,         0.098952,         0.004024
   82, 13167, 908636.7, 3624562,        21.526611,         1.948480,        11.047901,        -0.096281,         0.019498,        -4.937985,        -0.225331,         0.093205,        -2.417578,         0.007861,         0.042856,         0.183419,         4.900000,         7.162540,        -2.262540,        -0.609342,         0.517231,         0.060343,         0.001426
   83, 13169, 821367.1, 3660143,        25.901345,         1.365097,        18.973990,        -0.134584,         0.015539,        -8.661225,        -0.255550,         0.086654,        -2.949096,        -0.002367,         0.038705,        -0.061163,        12.000000,        12.058404,        -0.058404,        -0.015747,         0.590412,         0.062475,         0.000001
   84, 13171, 766461.7, 3663959,        26.012244,         1.349913,        19.269566,        -0.140348,         0.016068,        -8.734550,        -0.283365,         0.095318,        -2.972832,         0.022900,         0.039956,         0.573136,        10.000000,        13.246575,        -3.246575,        -0.858890,         0.607851,         0.026190,         0.001186
   85, 13173, 873804.3, 3439981,        18.307825,         3.147716,         5.816224,        -0.073180,         0.026810,        -2.729586,        -0.359097,         0.157427,        -2.281037,         0.140048,         0.063770,         2.196137,         5.400000,         5.411666,        -0.011666,        -0.003266,         0.572090,         0.130282,         0.000000
   86, 13175, 884830.4, 3599291,        20.462895,         1.886450,        10.847301,        -0.090646,         0.018465,        -4.909169,        -0.236887,         0.088840,        -2.666442,         0.029179,         0.040036,         0.728816,        12.000000,        11.783813,         0.216187,         0.057465,         0.511800,         0.035378,         0.000007
   87, 13177, 770455.5, 3520161,        18.808938,         2.137083,         8.801219,        -0.076241,         0.019878,        -3.835524,        -0.299899,         0.102310,        -2.931292,         0.091945,         0.050832,         1.808819,        13.700000,        10.835361,         2.864639,         0.800345,         0.578233,         0.126861,         0.005565
   88, 13179, 1014742, 3537225,        18.444985,         3.309752,         5.572921,        -0.096891,         0.028027,        -3.457096,        -0.162312,         0.163388,        -0.993410,         0.057840,         0.070862,         0.816226,        13.400000,        14.729942,        -1.329942,        -0.391857,         0.581485,         0.214930,         0.002514
   89, 13181, 919396.5, 3752562,        27.872485,         2.120444,        13.144648,        -0.155400,         0.022461,        -6.918533,        -0.130673,         0.127360,        -1.026016,        -0.070283,         0.047386,        -1.483183,         8.200000,         7.322407,         0.877593,         0.243432,         0.530260,         0.114213,         0.000457
   90, 13183, 1004544, 3517834,        18.334664,         3.328320,         5.508685,        -0.094495,         0.027782,        -3.401278,        -0.189657,         0.159726,        -1.187389,         0.074620,         0.073809,         1.010980,         5.200000,         6.013269,        -0.813269,        -0.224709,         0.601128,         0.107260,         0.000363
   91, 13185, 864781.1, 3419313,        18.619655,         3.521385,         5.287594,        -0.075362,         0.029407,        -2.562750,        -0.377147,         0.174282,        -2.164007,         0.147303,         0.069573,         2.117257,        16.300000,        12.223230,         4.076770,         1.139235,         0.575580,         0.127221,         0.011313
   92, 13187, 772600, 3832429,        27.865492,         1.796441,        15.511495,        -0.167447,         0.021705,        -7.714662,        -0.212250,         0.140942,        -1.505939,         0.026926,         0.046029,         0.584987,        11.100000,        11.494704,        -0.394704,        -0.107062,         0.567108,         0.073653,         0.000054
   93, 13189, 917730.9, 3716368,        26.567843,         2.004535,        13.253866,        -0.138664,         0.020944,        -6.620754,        -0.168595,         0.111253,        -1.515420,        -0.054810,         0.045937,        -1.193144,        10.400000,        11.794259,        -1.394259,        -0.370750,         0.538982,         0.036122,         0.000308
   94, 13191, 1030500, 3500535,        18.830372,         3.715161,         5.068522,        -0.099946,         0.030511,        -3.275740,        -0.200755,         0.173014,        -1.160343,         0.084756,         0.085657,         0.989491,         8.700000,         8.032235,         0.667765,         0.223990,         0.666034,         0.394256,         0.001953
   95, 13193, 777055.3, 3584821,        21.293824,         1.597952,        13.325694,        -0.094980,         0.017175,        -5.530035,        -0.310747,         0.086959,        -3.573476,         0.068075,         0.043594,         1.561558,        10.100000,         9.986675,         0.113325,         0.030822,         0.605532,         0.078626,         0.000005
   96, 13195, 848638.8, 3785405,        29.665459,         1.585784,        18.707124,        -0.188785,         0.020553,        -9.185429,        -0.082299,         0.130669,        -0.629829,        -0.066689,         0.043549,        -1.531330,         9.700000,         8.940051,         0.759949,         0.204907,         0.537671,         0.062535,         0.000167
   97, 13197, 732876.8, 3584393,        21.287860,         1.663691,        12.795564,        -0.094840,         0.018186,        -5.215065,        -0.333359,         0.098240,        -3.393310,         0.084270,         0.051742,         1.628653,         4.600000,         5.885159,        -1.285159,        -0.348489,         0.628953,         0.073097,         0.000573
   98, 13199, 715359.8, 3660275,        25.278260,         1.412006,        17.902376,        -0.132555,         0.017564,        -7.547125,        -0.388190,         0.112278,        -3.457384,         0.082447,         0.048052,         1.715792,         6.700000,         9.352300,        -2.652300,        -0.711387,         0.630927,         0.052604,         0.001680
   99, 13201, 716369.8, 3451034,        18.856279,         3.036399,         6.210080,        -0.061187,         0.026390,        -2.318620,        -0.382287,         0.158717,        -2.408610,         0.122488,         0.071505,         1.713013,         8.200000,         7.654967,         0.545033,         0.157866,         0.540716,         0.187604,         0.000344
