Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_PctRural, se_PctRural, t_PctRural, est_PctPov, se_PctPov, t_PctPov, est_PctBlack, se_PctBlack, t_PctBlack, y, yhat, residual, std_residual, localR2, influence, CooksD
   16, 13033, 971593.8, 3671394,        23.303807,         2.330530,         9.999358,        -0.108670,         0.022178,        -4.899843,        -0.199793,         0.116824,        -1.710202,        -0.024031,         0.048206,        -0.498492,         9.600000,         8.139072,         1.460928,         0.397864,         0.547193,         0.101114,         0.001193
   17, 13035, 782448.2, 3684504,        27.304692,         1.530430,        17.841186,        -0.160167,         0.018818,        -8.511440,        -0.192097,         0.124573,        -1.542034,        -0.017182,         0.048881,        -0.351502,         7.200000,        11.942142,        -4.742142,        -1.254875,         0.584010,         0.047942,         0.005313
   18, 13037, 724741.2, 3492653,        18.937685,         2.200939,         8.604366,        -0.073158,         0.020785,        -3.519730,        -0.322443,         0.109529,        -2.943902,         0.099296,         0.054756,         1.813430,        10.100000,         7.215765,         2.884235,         0.790774,         0.578040,         0.113107,         0.005343
   19, 13039, 1008480, 3437933,        19.091389,         2.850729,         6.697020,        -0.094154,         0.024029,        -3.918325,        -0.253757,         0.137167,        -1.849990,         0.088445,         0.060000,         1.474091,        13.500000,        13.524229,        -0.024229,        -0.006914,         0.622744,         0.181309,         0.000001
   20, 13043, 964264.9, 3598842,        20.107213,         2.214298,         9.080628,        -0.094601,         0.021563,        -4.387163,        -0.206276,         0.114816,        -1.796571,         0.026868,         0.044953,         0.597696,         9.900000,        11.038573,        -1.138573,        -0.302560,         0.554506,         0.055910,         0.000363
   21, 13045, 678778.6, 3713250,        26.584070,         1.581426,        16.810189,        -0.135079,         0.019980,        -6.760826,        -0.534973,         0.135058,        -3.961050,         0.126713,         0.046902,         2.701643,        12.000000,        11.586549,         0.413451,         0.108831,         0.616314,         0.037814,         0.000031
   22, 13047, 670055.9, 3862318,        25.993181,         1.713271,        15.171670,        -0.133974,         0.020694,        -6.474081,        -0.384352,         0.134571,        -2.856124,         0.083942,         0.043006,         1.951858,         8.100000,        15.616062,        -7.516062,        -2.056611,         0.553322,         0.109586,         0.034878
   23, 13049, 962612.3, 3432769,        18.861404,         2.759415,         6.835291,        -0.089420,         0.023149,        -3.862817,        -0.274742,         0.132733,        -2.069892,         0.099041,         0.057079,         1.735149,         6.400000,         7.570655,        -1.170655,        -0.324220,         0.610492,         0.130853,         0.001060
   24, 13051, 1059706, 3556747,        20.315761,         2.423043,         8.384399,        -0.101838,         0.022656,        -4.494979,        -0.216591,         0.125196,        -1.730021,         0.043496,         0.048872,         0.890002,        18.600000,        17.724733,         0.875267,         0.258772,         0.618849,         0.237285,         0.001396
   25, 13053, 704959.2, 3577608,        21.024737,         1.758621,        11.955242,        -0.091672,         0.019163,        -4.783707,        -0.341741,         0.107398,        -3.181992,         0.091923,         0.056886,         1.615912,        20.200000,        19.058832,         1.141168,         0.323870,         0.631907,         0.172302,         0.001463
   26, 13055, 653026.6, 3813760,        26.101723,         1.706088,        15.299161,        -0.131022,         0.020630,        -6.350931,        -0.443096,         0.135228,        -3.276647,         0.100254,         0.043753,         2.291372,         5.900000,        10.354608,        -4.454608,        -1.171601,         0.568832,         0.036228,         0.003457
   27, 13057, 734240.9, 3794110,        27.237578,         1.614738,        16.868109,        -0.155214,         0.019305,        -8.039987,        -0.301980,         0.126003,        -2.396616,         0.043769,         0.039689,         1.102801,        18.400000,        16.501607,         1.898393,         0.506852,         0.566261,         0.064756,         0.001192
   28, 13059, 832508.6, 3762905,        29.623695,         1.594406,        18.579766,        -0.190065,         0.020461,        -9.289223,        -0.068634,         0.132212,        -0.519117,        -0.069673,         0.044035,        -1.582224,        37.500000,        22.597924,        14.902076,         5.159316,         0.551402,         0.443808,         1.423109
   29, 13061, 695793.9, 3495219,        19.199889,         2.164187,         8.871642,        -0.073282,         0.020929,        -3.501551,        -0.327487,         0.111889,        -2.926894,         0.097044,         0.057198,         1.696627,        11.200000,         6.076758,         5.123242,         1.423472,         0.582397,         0.136410,         0.021445
   30, 13063, 745538.8, 3711726,        28.067985,         1.632367,        17.194655,        -0.165429,         0.019657,        -8.415808,        -0.315412,         0.132315,        -2.383793,         0.034708,         0.046953,         0.739203,        14.700000,        25.454300,       -10.754300,        -2.996125,         0.594597,         0.141066,         0.098779
   31, 13065, 908046.1, 3428340,        18.570921,         2.633065,         7.052968,        -0.081867,         0.022518,        -3.635542,        -0.310284,         0.129999,        -2.386815,         0.116045,         0.054178,         2.141897,         6.700000,         8.748904,        -2.048904,        -0.550564,         0.591202,         0.076699,         0.001687
   32, 13067, 724646.8, 3757187,        27.550537,         1.645574,        16.742201,        -0.156664,         0.019430,        -8.063056,        -0.345864,         0.126709,        -2.729594,         0.055012,         0.040812,         1.347938,        33.000000,        25.246368,         7.753632,         2.171775,         0.583349,         0.150241,         0.055873
   33, 13069, 894463.9, 3492465,        17.692965,         2.705483,         6.539670,        -0.076699,         0.022336,        -3.433894,        -0.269059,         0.122888,        -2.189468,         0.101042,         0.051914,         1.946313,        11.100000,         9.256918,         1.843082,         0.483877,         0.535237,         0.032761,         0.000531
   34, 13071, 808691.8, 3455994,        18.158333,         2.377208,         7.638512,        -0.072464,         0.020889,        -3.469055,        -0.328491,         0.116240,        -2.825986,         0.120346,         0.049325,         2.439857,        10.000000,         9.271919,         0.728081,         0.193059,         0.556551,         0.051816,         0.000136
   35, 13073, 942527.9, 3722100,        26.149950,         2.253458,        11.604368,        -0.133921,         0.022595,        -5.926957,        -0.164910,         0.118168,        -1.395554,        -0.056913,         0.047751,        -1.191861,        23.900000,        20.341504,         3.558496,         1.042856,         0.545990,         0.223754,         0.021004
   36, 13075, 839816.1, 3449007,        18.119124,         2.385997,         7.593943,        -0.074071,         0.020867,        -3.549694,        -0.323102,         0.117511,        -2.749553,         0.120821,         0.048778,         2.476966,         6.500000,         9.906595,        -3.406595,        -0.892786,         0.558330,         0.029353,         0.001615
   37, 13077, 705457.9, 3694344,        26.596568,         1.547755,        17.183962,        -0.141117,         0.019458,        -7.252536,        -0.475082,         0.133364,        -3.562294,         0.105723,         0.049590,         2.131924,        13.300000,        12.829942,         0.470058,         0.125184,         0.621230,         0.060020,         0.000067
   38, 13079, 783416.5, 3623343,        22.804616,         1.714350,        13.302195,        -0.111564,         0.019034,        -5.861430,        -0.288485,         0.107538,        -2.682624,         0.044647,         0.053515,         0.834293,         5.700000,         8.978318,        -3.278318,        -0.894825,         0.609202,         0.105169,         0.006305
   39, 13081, 805648.4, 3537103,        18.569581,         2.276863,         8.155776,        -0.078856,         0.020261,        -3.892085,        -0.275601,         0.105176,        -2.620376,         0.085246,         0.049339,         1.727777,        10.000000,        10.226601,        -0.226601,        -0.060875,         0.581250,         0.076247,         0.000020
   40, 13083, 635964.3, 3854592,        25.775193,         1.726498,        14.929177,        -0.127798,         0.020999,        -6.085906,        -0.429848,         0.136610,        -3.146541,         0.099642,         0.044162,         2.256296,         8.000000,         7.201808,         0.798192,         0.213632,         0.557535,         0.069329,         0.000228
   41, 13085, 764386.1, 3812502,        27.602714,         1.598733,        17.265368,        -0.162809,         0.019510,        -8.344896,        -0.242496,         0.127189,        -1.906591,         0.020989,         0.039811,         0.527207,         8.600000,         8.223906,         0.376094,         0.099734,         0.557277,         0.051965,         0.000037
   42, 13087, 732628.4, 3421800,        18.386703,         2.397814,         7.668111,        -0.070745,         0.021523,        -3.287008,        -0.341276,         0.118856,        -2.871335,         0.120838,         0.053106,         2.275422,        11.700000,        11.101222,         0.598778,         0.157788,         0.560922,         0.039944,         0.000069
   43, 13089, 759231.9, 3735253,        28.434523,         1.610286,        17.658053,        -0.174179,         0.019370,        -8.992089,        -0.227016,         0.125138,        -1.814127,         0.003858,         0.041446,         0.093091,        32.700000,        25.914554,         6.785446,         1.962586,         0.579340,         0.203080,         0.065765
   44, 13091, 860451.4, 3569933,        17.509755,         2.878158,         6.083667,        -0.077704,         0.024265,        -3.202256,        -0.204800,         0.117719,        -1.739742,         0.061184,         0.049700,         1.231076,         8.000000,         9.242568,        -1.242568,        -0.328491,         0.511668,         0.046086,         0.000349
   45, 13093, 800031.3, 3564188,        19.093217,         2.211205,         8.634759,        -0.084767,         0.020277,        -4.180517,        -0.252217,         0.102601,        -2.458238,         0.067138,         0.051743,         1.297547,         9.500000,         7.929672,         1.570328,         0.426944,         0.593458,         0.098109,         0.001329
   46, 13095, 764116.9, 3494367,        18.613133,         2.243644,         8.295939,        -0.073785,         0.020575,        -3.586052,        -0.316204,         0.108322,        -2.919104,         0.103493,         0.051662,         2.003273,        17.000000,        15.350101,         1.649899,         0.474682,         0.573619,         0.194576,         0.003647
   47, 13097, 707288.7, 3731361,        27.243553,         1.611940,        16.901099,        -0.148670,         0.019332,        -7.690500,        -0.425002,         0.128055,        -3.318914,         0.081887,         0.042636,         1.920576,        12.000000,        21.093841,        -9.093841,        -2.465830,         0.599358,         0.093258,         0.041900
   48, 13099, 703495.1, 3467152,        18.862486,         2.243294,         8.408389,        -0.071717,         0.021115,        -3.396553,        -0.332753,         0.112850,        -2.948627,         0.105581,         0.055382,         1.906397,         9.400000,         9.282415,         0.117585,         0.031892,         0.573775,         0.093739,         0.000007
   49, 13101, 896654, 3401148,        18.630390,         2.566473,         7.259141,        -0.080666,         0.022297,        -3.617773,        -0.326117,         0.129822,        -2.512025,         0.122948,         0.053312,         2.306169,         4.700000,         7.213871,        -2.513871,        -0.719617,         0.594004,         0.186424,         0.007950
   50, 13103, 1031899, 3596117,        20.726368,         2.352536,         8.810223,        -0.101715,         0.022509,        -4.518828,        -0.210497,         0.124218,        -1.694582,         0.028657,         0.047102,         0.608413,         7.600000,         9.392305,        -1.792305,        -0.510536,         0.599749,         0.178352,         0.003791
   51, 13105, 879541.2, 3785425,        29.409853,         1.661851,        17.697046,        -0.180059,         0.020745,        -8.679796,        -0.105580,         0.128278,        -0.823055,        -0.068744,         0.044382,        -1.548925,         8.000000,        12.664129,        -4.664129,        -1.227088,         0.551664,         0.036825,         0.003857
   52, 13107, 943066.2, 3616602,        20.508410,         2.248079,         9.122639,        -0.092867,         0.022119,        -4.198436,        -0.209458,         0.113438,        -1.846445,         0.015410,         0.046127,         0.334071,         9.100000,         9.665323,        -0.565323,        -0.150029,         0.534209,         0.053419,         0.000085
   53, 13109, 981727.8, 3571315,        19.704834,         2.263805,         8.704300,        -0.096093,         0.021531,        -4.462907,        -0.206017,         0.116881,        -1.762619,         0.040416,         0.045928,         0.879985,         8.600000,         6.232029,         2.367971,         0.633771,         0.576381,         0.069314,         0.002004
   54, 13111, 739255.8, 3866604,        26.704982,         1.650174,        16.183129,        -0.148798,         0.020126,        -7.393499,        -0.292783,         0.131403,        -2.228132,         0.047114,         0.041238,         1.142487,         7.800000,         6.790721,         1.009279,         0.272938,         0.547637,         0.088385,         0.000484
   55, 13113, 731468.7, 3700612,        27.337580,         1.582012,        17.280266,        -0.153880,         0.019319,        -7.965298,        -0.384946,         0.132619,        -2.902644,         0.065078,         0.048361,         1.345685,        25.800000,        18.376414,         7.423586,         2.056669,         0.607718,         0.131412,         0.042878
   56, 13115, 662257.4, 3789664,        26.343322,         1.689538,        15.592031,        -0.133349,         0.020376,        -6.544475,        -0.455325,         0.134311,        -3.390087,         0.101303,         0.043512,         2.328186,        13.700000,        16.710674,        -3.010674,        -0.810461,         0.577489,         0.080020,         0.003828
   57, 13117, 765397.3, 3789005,        27.988326,         1.607162,        17.414749,        -0.168574,         0.019515,        -8.638036,        -0.227329,         0.126518,        -1.796814,         0.012956,         0.039730,         0.326093,        15.600000,        10.647101,         4.952899,         1.337637,         0.562801,         0.085975,         0.011277
   58, 13119, 845701.3, 3813323,        29.331170,         1.586713,        18.485488,        -0.185284,         0.020718,        -8.943200,        -0.109925,         0.132408,        -0.830198,        -0.049880,         0.043382,        -1.149781,         9.500000,        10.867332,        -1.367332,        -0.361836,         0.547044,         0.047994,         0.000442
   59, 13121, 733728.4, 3733248,        28.013628,         1.657121,        16.905000,        -0.163127,         0.019643,        -8.304627,        -0.340684,         0.128477,        -2.651717,         0.047631,         0.042789,         1.113164,        31.600000,        23.437631,         8.162369,         2.358452,         0.592063,         0.201466,         0.094025
   60, 13123, 732702.3, 3844809,        26.776764,         1.663216,        16.099393,        -0.149285,         0.020115,        -7.421519,        -0.302287,         0.131258,        -2.303005,         0.050870,         0.041214,         1.234299,         8.600000,         6.843525,         1.756475,         0.472247,         0.552589,         0.077724,         0.001259
   61, 13125, 908386.8, 3685752,        25.151079,         2.067999,        12.162038,        -0.123165,         0.021454,        -5.740929,        -0.187858,         0.109249,        -1.719545,        -0.042543,         0.048842,        -0.871034,         5.300000,         9.138708,        -3.838708,        -1.076990,         0.548079,         0.153041,         0.014043
   62, 13127, 1023411, 3471063,        19.341762,         2.671570,         7.239849,        -0.096677,         0.023165,        -4.173442,        -0.236820,         0.130866,        -1.809644,         0.074080,         0.055459,         1.335771,        19.900000,        15.886925,         4.013075,         1.140253,         0.619311,         0.174215,         0.018378
   63, 13129, 695325.1, 3822135,        26.468527,         1.673314,        15.818031,        -0.141254,         0.020031,        -7.051620,        -0.367140,         0.130960,        -2.803440,         0.073207,         0.041630,         1.758505,         9.200000,        11.412046,        -2.212046,        -0.581307,         0.562128,         0.034634,         0.000812
   64, 13131, 765058.1, 3421817,        18.258714,         2.409132,         7.578958,        -0.071164,         0.021420,        -3.322371,        -0.340670,         0.119307,        -2.855407,         0.124138,         0.051566,         2.407358,         7.700000,        10.629657,        -2.929657,        -0.772136,         0.557048,         0.040242,         0.001675
   65, 13133, 855577.3, 3722330,        28.364577,         1.605387,        17.668373,        -0.167284,         0.019198,        -8.713754,        -0.110955,         0.122192,        -0.908037,        -0.067188,         0.046290,        -1.451449,         8.800000,         9.564201,        -0.764201,        -0.203920,         0.560955,         0.063712,         0.000190
   66, 13135, 772634.6, 3764306,        28.606646,         1.617749,        17.682992,        -0.178183,         0.019699,        -9.045413,        -0.186993,         0.126621,        -1.476799,        -0.007274,         0.040350,        -0.180277,        29.600000,        25.398206,         4.201794,         1.176268,         0.566841,         0.149308,         0.016271
   67, 13137, 818917.1, 3839931,        28.307209,         1.568208,        18.050671,        -0.172990,         0.020045,        -8.630204,        -0.170485,         0.130642,        -1.304983,        -0.014491,         0.041668,        -0.347764,        12.000000,        10.941449,         1.058551,         0.278975,         0.546595,         0.040139,         0.000218
   68, 13139, 794419.5, 3803344,        28.404865,         1.579703,        17.981138,        -0.175146,         0.019756,        -8.865623,        -0.176104,         0.128241,        -1.373228,        -0.010531,         0.040500,        -0.260020,        15.400000,        12.244551,         3.155449,         0.829814,         0.555068,         0.036003,         0.001723
   69, 13141, 873518.8, 3689861,        26.321627,         1.770208,        14.869228,        -0.138416,         0.019562,        -7.075921,        -0.172523,         0.108310,        -1.592868,        -0.046921,         0.047923,        -0.979090,         6.800000,         3.550323,         3.249677,         0.992640,         0.560605,         0.285484,         0.026378
   70, 13143, 665933.8, 3740622,        26.500457,         1.597488,        16.588831,        -0.134046,         0.019740,        -6.790647,        -0.500233,         0.131083,        -3.816142,         0.113601,         0.043671,         2.601290,         7.500000,        10.943758,        -3.443758,        -0.919034,         0.599587,         0.063911,         0.003864
   71, 13145, 695500.6, 3624790,        23.059413,         1.549723,        14.879699,        -0.111022,         0.019102,        -5.812039,        -0.412376,         0.122289,        -3.372144,         0.113778,         0.059377,         1.916199,        13.600000,         9.674096,         3.925904,         1.062743,         0.649273,         0.090216,         0.007504
   72, 13147, 870749.9, 3810303,        29.625733,         1.637652,        18.090369,        -0.185981,         0.021235,        -8.758158,        -0.097125,         0.132841,        -0.731138,        -0.064522,         0.044651,        -1.445025,         9.100000,        13.204245,        -4.104245,        -1.077658,         0.546138,         0.033014,         0.002657
   73, 13149, 675280.4, 3685569,        25.689204,         1.493865,        17.196475,        -0.129588,         0.019553,        -6.627627,        -0.519982,         0.129917,        -4.002403,         0.133808,         0.050220,         2.664429,         5.700000,         4.589110,         1.110890,         0.308164,         0.629902,         0.133651,         0.000982
   74, 13151, 763488.4, 3699716,        27.858068,         1.569630,        17.748172,        -0.165865,         0.019129,        -8.670660,        -0.243051,         0.129134,        -1.882160,         0.005659,         0.047643,         0.118778,        10.700000,        13.827683,        -3.127683,        -0.850273,         0.587461,         0.097922,         0.005258
   75, 13153, 814118.9, 3590553,        19.647124,         2.161010,         9.091638,        -0.090566,         0.020772,        -4.359978,        -0.236613,         0.101350,        -2.334626,         0.051272,         0.050203,         1.021292,        16.000000,        16.363919,        -0.363919,        -0.104966,         0.578893,         0.198633,         0.000183
   76, 13155, 855461.8, 3506293,        17.629684,         2.697330,         6.535975,        -0.072647,         0.021657,        -3.354427,        -0.282387,         0.121095,        -2.331943,         0.102649,         0.048129,         2.132797,         8.300000,         8.473759,        -0.173759,        -0.046276,         0.529977,         0.060055,         0.000009
   77, 13157, 815753.1, 3783949,        29.102336,         1.563976,        18.607913,        -0.184590,         0.019952,        -9.251720,        -0.119102,         0.128670,        -0.925637,        -0.041146,         0.041550,        -0.990281,         9.000000,        12.630831,        -3.630831,        -0.953096,         0.555579,         0.032494,         0.002044
   78, 13159, 807249.1, 3695092,        27.867154,         1.540990,        18.083927,        -0.167686,         0.019021,        -8.815745,        -0.113713,         0.124665,        -0.912148,        -0.053152,         0.048144,        -1.104017,        10.800000,         7.270247,         3.529753,         0.945945,         0.569569,         0.071734,         0.004633
   79, 13161, 915741.9, 3530869,        17.579579,         2.484110,         7.076811,        -0.081112,         0.021288,        -3.810158,        -0.208408,         0.113515,        -1.835951,         0.070016,         0.047513,         1.473619,         8.300000,         9.456558,        -1.156558,        -0.310309,         0.503741,         0.073892,         0.000515
   80, 13163, 924108.1, 3668080,        23.757825,         2.206260,        10.768372,        -0.109965,         0.022121,        -4.971070,        -0.202582,         0.109758,        -1.845709,        -0.029277,         0.049365,        -0.593063,         6.200000,         4.783389,         1.416611,         0.390222,         0.539692,         0.121394,         0.001410
   81, 13165, 970465.7, 3640263,        21.960048,         2.257751,         9.726515,        -0.101055,         0.021632,        -4.671502,        -0.214505,         0.114253,        -1.877457,         0.000130,         0.046377,         0.002792,         7.700000,        10.565422,        -2.865422,        -0.774466,         0.553734,         0.087385,         0.003848
   82, 13167, 908636.7, 3624562,        20.800860,         2.231355,         9.322075,        -0.090609,         0.022445,        -4.036906,        -0.217432,         0.106067,        -2.049956,         0.009159,         0.048207,         0.189985,         4.900000,         7.223319,        -2.323319,        -0.624740,         0.519140,         0.077991,         0.002212
   83, 13169, 821367.1, 3660143,        25.164234,         1.703418,        14.772789,        -0.134897,         0.020264,        -6.657152,        -0.180505,         0.112681,        -1.601903,        -0.022814,         0.051755,        -0.440808,        12.000000,        11.582661,         0.417339,         0.113205,         0.565167,         0.093922,         0.000089
   84, 13171, 766461.7, 3663959,        26.024579,         1.497784,        17.375394,        -0.143216,         0.018286,        -7.832129,        -0.284279,         0.119755,        -2.373838,         0.026241,         0.050068,         0.524102,        10.000000,        13.175302,        -3.175302,        -0.833277,         0.607287,         0.031930,         0.001534
   85, 13173, 873804.3, 3439981,        18.276315,         2.490184,         7.339344,        -0.077016,         0.021570,        -3.570442,        -0.319038,         0.123240,        -2.588749,         0.120036,         0.050653,         2.369783,         5.400000,         5.502197,        -0.102197,        -0.027681,         0.568180,         0.091298,         0.000005
   86, 13175, 884830.4, 3599291,        18.598483,         2.431209,         7.649891,        -0.082642,         0.023564,        -3.507163,        -0.196772,         0.109178,        -1.802296,         0.035151,         0.047949,         0.733080,        12.000000,        11.364096,         0.635904,         0.168806,         0.491248,         0.053937,         0.000109
   87, 13177, 770455.5, 3520161,        18.808846,         2.158241,         8.714896,        -0.076247,         0.020082,        -3.796826,        -0.299851,         0.103299,        -2.902752,         0.091913,         0.051330,         1.790638,        13.700000,        10.834768,         2.865232,         0.791532,         0.580526,         0.126429,         0.006075
   88, 13179, 1014742, 3537225,        19.712953,         2.408576,         8.184484,        -0.098465,         0.022114,        -4.452569,        -0.216323,         0.122218,        -1.769972,         0.052522,         0.049083,         1.070060,        13.400000,        14.808946,        -1.408946,        -0.390956,         0.605081,         0.134140,         0.001587
   89, 13181, 919396.5, 3752562,        27.921286,         1.942379,        14.374787,        -0.155026,         0.021024,        -7.373823,        -0.148542,         0.117998,        -1.258854,        -0.063926,         0.044645,        -1.431878,         8.200000,         7.333349,         0.866651,         0.236217,         0.551278,         0.102608,         0.000427
   90, 13183, 1004544, 3517834,        19.433808,         2.463849,         7.887580,        -0.096848,         0.022131,        -4.376163,        -0.221665,         0.123027,        -1.801754,         0.060652,         0.050489,         1.201306,         5.200000,         5.814789,        -0.614789,        -0.165374,         0.603162,         0.078631,         0.000156
   91, 13185, 864781.1, 3419313,        18.350950,         2.445420,         7.504212,        -0.076702,         0.021489,        -3.569278,        -0.329237,         0.123298,        -2.670262,         0.124459,         0.050633,         2.458042,        16.300000,        12.115865,         4.184135,         1.118755,         0.573075,         0.067484,         0.006069
   92, 13187, 772600, 3832429,        27.530540,         1.601738,        17.187921,        -0.162008,         0.019726,        -8.212728,        -0.235629,         0.128914,        -1.827804,         0.019242,         0.040368,         0.476659,        11.100000,        11.218728,        -0.118728,        -0.031656,         0.551941,         0.062220,         0.000004
   93, 13189, 917730.9, 3716368,        26.556594,         2.049086,        12.960213,        -0.138472,         0.021353,        -6.485034,        -0.167632,         0.113454,        -1.477533,        -0.055326,         0.046813,        -1.181850,        10.400000,        11.797658,        -1.397658,        -0.367670,         0.550795,         0.036613,         0.000344
   94, 13191, 1030500, 3500535,        19.585650,         2.544855,         7.696175,        -0.098386,         0.022670,        -4.339861,        -0.226774,         0.126838,        -1.787908,         0.063397,         0.052340,         1.211263,         8.700000,         7.437642,         1.262358,         0.356947,         0.617381,         0.166179,         0.001701
   95, 13193, 777055.3, 3584821,        20.302644,         1.973180,        10.289304,        -0.091171,         0.019705,        -4.626838,        -0.265047,         0.103437,        -2.562410,         0.057636,         0.056291,         1.023896,        10.100000,         9.966811,         0.133189,         0.036409,         0.608093,         0.107871,         0.000011
   96, 13195, 848638.8, 3785405,        29.590949,         1.593987,        18.564107,        -0.187790,         0.020620,        -9.107394,        -0.086238,         0.131109,        -0.657756,        -0.065090,         0.043751,        -1.487726,         9.700000,         8.916465,         0.783535,         0.208857,         0.550716,         0.061720,         0.000192
   97, 13197, 732876.8, 3584393,        21.013811,         1.777595,        11.821484,        -0.093080,         0.019026,        -4.892205,        -0.318679,         0.105346,        -3.025058,         0.079295,         0.056776,         1.396634,         4.600000,         5.995525,        -1.395525,        -0.375831,         0.627532,         0.080811,         0.000832
   98, 13199, 715359.8, 3660275,        25.224396,         1.488370,        16.947670,        -0.131121,         0.018846,        -6.957310,        -0.423909,         0.126330,        -3.355567,         0.097420,         0.054586,         1.784685,         6.700000,         9.284445,        -2.584445,        -0.688536,         0.634592,         0.060716,         0.002053
   99, 13201, 716369.8, 3451034,        18.655811,         2.280386,         8.180987,        -0.071531,         0.021084,        -3.392620,        -0.334852,         0.113005,        -2.963173,         0.111371,         0.053690,         2.074325,         8.200000,         7.162908,         1.037092,         0.281743,         0.569713,         0.096678,         0.000569
