Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_OCC_TEC, se_OCC_TEC, t_OCC_TEC, est_OWNH, se_OWNH, t_OWNH, est_POP65, se_POP65, t_POP65, est_UNEMP, se_UNEMP, t_UNEMP, y, yhat, localpdev, Ginfluence
   32, 32, 318049.53, 32744.59,         7.942592,         0.097688,        81.305675,        -2.859484,         0.218220,       -13.103690,        -4.704135,         0.069642,       -67.547769,        -0.678335,         0.256249,        -2.647174,         0.095991,         0.016066,         5.974700,       120.000000,       103.411338,         0.615086,         0.030253
   33, 33, 325761.21, 31092.21,         8.084150,         0.097091,        83.263911,        -3.136318,         0.216501,       -14.486366,        -4.798250,         0.069067,       -69.471916,        -0.931550,         0.258448,        -3.604396,         0.093430,         0.016223,         5.758997,        28.000000,        30.690347,         0.625407,         0.040066
   34, 34, 318112.24, 28405.62,         7.933674,         0.099510,        79.727619,        -2.789166,         0.221509,       -12.591674,        -4.694129,         0.070956,       -66.155589,        -0.581574,         0.263312,        -2.208689,         0.089609,         0.016479,         5.437714,        16.000000,        34.193838,         0.610364,         0.033816
   35, 35, 310480.1, 28809.03,         7.758545,         0.102915,        75.388186,        -2.325516,         0.230033,       -10.109504,        -4.574500,         0.073329,       -62.383610,        -0.466270,         0.268661,        -1.735530,         0.094159,         0.016893,         5.573730,        14.000000,        41.657447,         0.599226,         0.029520
   36, 36, 306513.97, 32751.48,         7.819008,         0.098348,        79.503645,        -2.551863,         0.221465,       -11.522626,        -4.612073,         0.070363,       -65.546642,        -0.459679,         0.254678,        -1.804940,         0.091014,         0.015951,         5.705707,        43.000000,       298.776253,         0.601945,         0.225674
   37, 37, 311395.51, 33538.42,         7.856876,         0.098226,        79.988133,        -2.659599,         0.220291,       -12.073105,        -4.643633,         0.070141,       -66.204220,        -0.545735,         0.255067,        -2.139573,         0.095300,         0.015999,         5.956542,        29.000000,        49.818790,         0.607635,         0.020736
   38, 38, 314408.34, -4572.95,         8.686217,         0.085858,       101.169350,        -5.120449,         0.204415,       -25.049284,        -4.891797,         0.062262,       -78.567915,         2.311693,         0.227586,        10.157463,        -0.122148,         0.014045,        -8.697109,       401.000000,       111.360871,         0.496724,         0.019093
   39, 39, 303850.22, 22478,         7.692588,         0.104895,        73.336033,        -2.018841,         0.237504,        -8.500230,        -4.496125,         0.075038,       -59.917871,        -0.312057,         0.276607,        -1.128161,         0.073561,         0.017294,         4.253544,       210.000000,       118.084796,         0.582158,         0.018113
   40, 40, 337540.25, -12310.61,         9.154546,         0.080822,       113.268209,        -7.426310,         0.189014,       -39.289682,        -5.014334,         0.059123,       -84.811781,         0.656472,         0.215260,         3.049665,        -0.045759,         0.012377,        -3.697262,       711.000000,       313.524427,         0.498825,         0.048447
   41, 41, 330948.96, -8687.59,         9.052416,         0.082188,       110.143109,        -7.034787,         0.191726,       -36.691890,        -5.008471,         0.059833,       -83.706880,         1.606830,         0.215339,         7.461858,        -0.075423,         0.012660,        -5.957587,       544.000000,       213.400699,         0.498491,         0.020420
   42, 42, 327143.99, -3103.01,         9.001686,         0.081347,       110.657272,        -6.378519,         0.191231,       -33.354995,        -5.099398,         0.059529,       -85.662011,         1.397353,         0.216359,         6.458502,        -0.078274,         0.012806,        -6.112505,       557.000000,       164.718437,         0.533774,         0.014958
   43, 43, 312830.72, 21412.1,         7.798962,         0.104633,        74.536438,        -2.280390,         0.234413,        -9.728103,        -4.577930,         0.074725,       -61.263552,        -0.317631,         0.281271,        -1.129270,         0.072723,         0.017499,         4.155851,       132.000000,        77.750761,         0.589471,         0.020448
   44, 44, 312874.14, -17053.63,         8.560752,         0.083886,       102.052173,        -5.390806,         0.204476,       -26.363982,        -4.624174,         0.061143,       -75.628395,         3.698231,         0.214073,        17.275582,        -0.153164,         0.013544,       -11.308570,       395.000000,       131.991244,         0.405937,         0.027164
   45, 45, 293680.38, -8010.1,         8.232986,         0.089730,        91.752534,        -3.216455,         0.214507,       -14.994646,        -4.663579,         0.066109,       -70.544076,         0.985854,         0.247824,         3.978045,        -0.074799,         0.014892,        -5.022877,        97.000000,        80.056623,         0.507185,         0.025693
   46, 46, 325185.11, 20460.45,         8.232413,         0.097408,        84.514562,        -3.394082,         0.215912,       -15.719721,        -4.867942,         0.069882,       -69.659253,        -0.602126,         0.265750,        -2.265758,         0.056726,         0.016502,         3.437486,        91.000000,        68.721077,         0.613337,         0.024838
   47, 47, 305971.31, 8472,         8.000630,         0.100482,        79.622771,        -2.564990,         0.233538,       -10.983174,        -4.593543,         0.072550,       -63.315872,         0.352386,         0.277122,         1.271591,        -0.015931,         0.016963,        -0.939191,        97.000000,       105.289303,         0.550473,         0.021199
   48, 48, 335330.5, -108.19,         9.135363,         0.081822,       111.649110,        -6.448630,         0.190371,       -33.873940,        -5.228087,         0.060267,       -86.748894,         0.023699,         0.218219,         0.108603,        -0.039466,         0.012874,        -3.065416,       148.000000,       105.876734,         0.576136,         0.029859
   49, 49, 339115.66, 3202.05,         9.142456,         0.081871,       111.669146,        -6.164959,         0.190339,       -32.389384,        -5.283206,         0.060376,       -87.505604,        -0.785409,         0.220256,        -3.565902,        -0.015011,         0.013041,        -1.151060,       269.000000,       162.531835,         0.605252,         0.033527
   50, 50, 309271.13, -10589.17,         8.564056,         0.088114,        97.192585,        -4.713345,         0.212330,       -22.198241,        -4.741562,         0.063918,       -74.181586,         2.784304,         0.227496,        12.238901,        -0.149561,         0.014551,       -10.278076,       183.000000,       109.085262,         0.454006,         0.024999
   51, 51, 319972.62, 24634.35,         8.006377,         0.099299,        80.628907,        -2.922593,         0.220714,       -13.241555,        -4.733640,         0.070951,       -66.716574,        -0.527917,         0.266357,        -1.981987,         0.077899,         0.016591,         4.695232,        86.000000,        61.081627,         0.608800,         0.024045
   52, 52, 317013.43, 12374.14,         8.142152,         0.100322,        81.159891,        -2.942106,         0.227251,       -12.946498,        -4.738385,         0.072330,       -65.510401,         0.119162,         0.282748,         0.421441,         0.005009,         0.017177,         0.291615,        86.000000,        85.171501,         0.573861,         0.021889
   53, 53, 323345.93, 2314.46,         8.828517,         0.084727,       104.200079,        -5.434900,         0.197517,       -27.516048,        -5.072206,         0.062167,       -81.590586,         1.130946,         0.230456,         4.907416,        -0.069916,         0.013758,        -5.081717,       244.000000,       189.717667,         0.553270,         0.033347
   54, 54, 327610.55, -7504.02,         9.004084,         0.081456,       110.539904,        -6.758980,         0.191457,       -35.302813,        -5.014819,         0.059218,       -84.683502,         1.891151,         0.213912,         8.840804,        -0.087990,         0.012661,        -6.949938,       120.000000,       217.688285,         0.501673,         0.018214
   55, 55, 343813.29, -11626.17,         9.304268,         0.077571,       119.945374,        -7.373975,         0.184549,       -39.956823,        -5.161793,         0.056770,       -90.925297,        -0.563319,         0.210608,        -2.674726,        -0.027742,         0.011957,        -2.320206,       297.000000,       354.218119,         0.543667,         0.076596
   56, 56, 342508.85, -4698.16,         9.269433,         0.078108,       118.674146,        -6.915417,         0.184835,       -37.413983,        -5.253566,         0.057400,       -91.526314,        -0.731690,         0.211007,        -3.467606,        -0.022338,         0.012132,        -1.841302,       393.000000,       164.621860,         0.579845,         0.028182
   57, 57, 333426.78, -13559.3,         9.056815,         0.080684,       112.250622,        -7.350790,         0.188869,       -38.920073,        -4.925358,         0.058835,       -83.714796,         1.483955,         0.213664,         6.945271,        -0.064816,         0.012333,        -5.255533,       103.000000,       324.457620,         0.473867,         0.023013
   58, 58, 330824.95, -14794.45,         8.936049,         0.082948,       107.730583,        -7.282431,         0.192261,       -37.877778,        -4.793595,         0.060643,       -79.046091,         2.227006,         0.217195,        10.253506,        -0.076085,         0.012610,        -6.033703,       136.000000,       615.001235,         0.441654,         0.210126
   59, 59, 304617.97, -15261.45,         8.459330,         0.086288,        98.036397,        -4.346632,         0.210165,       -20.682016,        -4.681810,         0.063465,       -73.770265,         2.479917,         0.225329,        11.005775,        -0.133218,         0.014198,        -9.382753,       160.000000,        89.785991,         0.448484,         0.033986
   60, 60, 338062.78, -13156.47,         9.172157,         0.079726,       115.046009,        -7.459610,         0.187386,       -39.808713,        -5.020073,         0.058260,       -86.166381,         0.572646,         0.213456,         2.682734,        -0.045992,         0.012215,        -3.765230,       102.000000,       220.608795,         0.499282,         0.038072
   61, 61, 325419.58, -15527.5,         8.813493,         0.081916,       107.591765,        -6.887234,         0.192606,       -35.758217,        -4.723881,         0.059445,       -79.466802,         3.072931,         0.213167,        14.415589,        -0.103190,         0.012596,        -8.192385,       142.000000,       322.251095,         0.426183,         0.052383
   62, 62, 324052.62, -12510.9,         8.857636,         0.081798,       108.286960,        -6.708618,         0.193279,       -34.709481,        -4.825792,         0.059134,       -81.607413,         2.909369,         0.212557,        13.687492,        -0.109516,         0.012706,        -8.619340,        83.000000,       134.144743,         0.450648,         0.034024
   63, 63, 327521.88, -17674.68,         8.787145,         0.082854,       106.056265,        -7.078216,         0.192656,       -36.740121,        -4.638671,         0.060709,       -76.408024,         3.034659,         0.216239,        14.033818,        -0.091759,         0.012580,        -7.294136,        78.000000,       263.853763,         0.406600,         0.031408
   64, 64, 322114.34, -17894.35,         8.681605,         0.081765,       106.177254,        -6.560620,         0.194131,       -33.794811,        -4.604517,         0.059450,       -77.451992,         3.674796,         0.211889,        17.343039,        -0.118679,         0.012662,        -9.372692,       201.000000,       153.670700,         0.399827,         0.028938
   65, 65, 320355.21, 5840.48,         8.626226,         0.086946,        99.213610,        -4.694769,         0.201678,       -23.278507,        -4.993306,         0.063710,       -78.375580,         0.822509,         0.240527,         3.419608,        -0.046654,         0.014384,        -3.243550,        87.000000,        89.666649,         0.564945,         0.019928
   66, 66, 330341.07, 12925.79,         8.689988,         0.088733,        97.934468,        -4.674772,         0.200457,       -23.320542,        -5.106916,         0.064799,       -78.811175,        -0.509172,         0.242827,        -2.096851,         0.010353,         0.014823,         0.698469,        89.000000,       120.358994,         0.612726,         0.024230
   67, 67, 318527.16, 8318.24,         8.429517,         0.093026,        90.614211,        -3.894917,         0.213350,       -18.255975,        -4.886640,         0.067660,       -72.223576,         0.578169,         0.260691,         2.217835,        -0.033021,         0.015705,        -2.102571,        80.000000,       109.332821,         0.566357,         0.027601
   68, 68, 347297.26, -13547.71,         9.368688,         0.076160,       123.012522,        -7.415535,         0.182964,       -40.530015,        -5.186470,         0.055834,       -92.891189,        -1.060009,         0.208951,        -5.073002,        -0.022648,         0.011755,        -1.926649,       105.000000,       283.766320,         0.551387,         0.081002
   69, 69, 321375.58, -10594.12,         8.851191,         0.080875,       109.442401,        -6.376750,         0.193020,       -33.036807,        -4.888213,         0.058549,       -83.489491,         2.754456,         0.211251,        13.038786,        -0.114429,         0.012733,        -8.986639,       114.000000,       189.336603,         0.469121,         0.038299
   70, 70, 318675.19, -8454.47,         8.806059,         0.082697,       106.485805,        -5.971967,         0.197305,       -30.267619,        -4.897320,         0.059844,       -81.834201,         2.768539,         0.215865,        12.825325,        -0.124687,         0.013198,        -9.447201,       101.000000,       295.397007,         0.475941,         0.044772
   71, 71, 350174.04, -12060.87,         9.400735,         0.076226,       123.327947,        -7.262887,         0.183626,       -39.552709,        -5.241138,         0.056161,       -93.324267,        -1.602847,         0.209540,        -7.649345,        -0.010460,         0.011780,        -0.887917,       181.000000,       269.580719,         0.573751,         0.077437
   72, 72, 329442.54, 5939.52,         8.900900,         0.085892,       103.629164,        -5.430347,         0.196987,       -27.567077,        -5.166534,         0.063268,       -81.661503,         0.163531,         0.233025,         0.701773,        -0.035940,         0.014019,        -2.563782,        82.000000,        60.535351,         0.586686,         0.024369
   73, 73, 307098.94, 992.68,         8.333437,         0.092656,        89.939209,        -3.603964,         0.218892,       -16.464557,        -4.745236,         0.067337,       -70.470010,         1.214098,         0.252753,         4.803493,        -0.078759,         0.015538,        -5.068719,        93.000000,       186.709850,         0.525545,         0.056355
   74, 74, 337247.61, 14030.91,         8.832866,         0.086860,       101.690449,        -4.963474,         0.198395,       -25.018151,        -5.198991,         0.063329,       -82.094811,        -1.198296,         0.236611,        -5.064408,         0.024027,         0.014497,         1.657357,        67.000000,       137.769662,         0.631933,         0.055280
   75, 75, 306612.95, -2173.79,         8.416704,         0.090254,        93.255543,        -3.916069,         0.214707,       -18.239094,        -4.773155,         0.065750,       -72.595549,         1.529464,         0.243675,         6.276655,        -0.096779,         0.015064,        -6.424642,        55.000000,       129.294200,         0.512968,         0.050312
   76, 76, 301727, -6640.87,         8.351187,         0.091858,        90.913880,        -3.598496,         0.219673,       -16.381169,        -4.695856,         0.067078,       -70.006407,         1.539042,         0.246311,         6.248373,        -0.109069,         0.015376,        -7.093532,        68.000000,        71.531315,         0.493648,         0.022572
   77, 77, 326724.18, 5478.1,         8.841172,         0.087238,       101.345605,        -5.235552,         0.200148,       -26.158390,        -5.120137,         0.064148,       -79.817363,         0.488567,         0.237804,         2.054495,        -0.048322,         0.014318,        -3.374792,        47.000000,        59.671961,         0.575504,         0.025685
   78, 78, 311503.39, 15708.66,         7.784809,         0.107671,        72.302027,        -1.983474,         0.244244,        -8.120860,        -4.522011,         0.077016,       -58.714914,        -0.176239,         0.297813,        -0.591779,         0.043103,         0.018312,         2.353782,        33.000000,        63.199892,         0.571319,         0.031200
   79, 79, 316934.08, -10632.09,         8.741881,         0.083770,       104.355838,        -5.844014,         0.200501,       -29.147034,        -4.815866,         0.060469,       -79.641561,         3.179767,         0.216236,        14.705098,        -0.139105,         0.013424,       -10.362707,        43.000000,       124.025290,         0.452781,         0.033652
   80, 80, 317980.71, -13171.59,         8.725353,         0.082817,       105.357381,        -6.059352,         0.198526,       -30.521774,        -4.756070,         0.059815,       -79.512844,         3.434530,         0.213124,        16.115164,        -0.137367,         0.013156,       -10.441179,        52.000000,        92.707543,         0.434766,         0.031255
   81, 81, 298790.59, -2464.08,         8.216008,         0.093873,        87.522978,        -3.107793,         0.222907,       -13.942086,        -4.656027,         0.068567,       -67.904772,         0.954272,         0.256703,         3.717410,        -0.077216,         0.015752,        -4.902016,        75.000000,        88.911901,         0.516261,         0.063185
   82, 82, 294903.64, 214.57,         8.158973,         0.091166,        89.495635,        -3.039032,         0.215970,       -14.071538,        -4.668312,         0.066894,       -69.786802,         0.641450,         0.252407,         2.541331,        -0.045831,         0.015148,        -3.025469,        33.000000,        44.937569,         0.534231,         0.028759
   83, 83, 284950.61, -7897.72,         8.195580,         0.083010,        98.729543,        -3.308942,         0.198932,       -16.633517,        -4.695978,         0.061751,       -76.047344,         0.669262,         0.235426,         2.842775,        -0.032853,         0.013533,        -2.427596,        11.000000,        33.806238,         0.527415,         0.072899
   84, 84, 302616.14, 12642.65,         7.940405,         0.097975,        81.044857,        -2.583191,         0.226587,       -11.400433,        -4.601313,         0.070912,       -64.887364,         0.140945,         0.266022,         0.529826,         0.016099,         0.016285,         0.988555,        23.000000,        55.020916,         0.565616,         0.025488
   85, 85, 298937.62, 11074.43,         8.047553,         0.092328,        87.162314,        -2.940540,         0.215350,       -13.654704,        -4.669117,         0.067337,       -69.339550,         0.268027,         0.251481,         1.065794,         0.005942,         0.015203,         0.390849,        43.000000,        49.101470,         0.565007,         0.020635
   86, 86, 292980.66, 10621.27,         8.035974,         0.090741,        88.559032,        -2.885990,         0.212345,       -13.591045,        -4.661227,         0.066388,       -70.211497,         0.207250,         0.248574,         0.833753,         0.007141,         0.014868,         0.480265,        46.000000,        48.264731,         0.563498,         0.030914
   87, 87, 291341.64, 3602.46,         8.103798,         0.089763,        90.279992,        -2.961275,         0.211900,       -13.974841,        -4.667471,         0.065954,       -70.768834,         0.409152,         0.249463,         1.640132,        -0.020822,         0.014794,        -1.407436,        19.000000,        33.628196,         0.547327,         0.025391
   88, 88, 296052.78, 6812.78,         8.088176,         0.091382,        88.509421,        -2.966272,         0.214700,       -13.815883,        -4.669673,         0.066879,       -69.823120,         0.391872,         0.251299,         1.559385,        -0.013402,         0.015090,        -0.888148,        11.000000,        41.269499,         0.554136,         0.026134
   89, 89, 314476.95, 3490.04,         8.494652,         0.089551,        94.858361,        -4.228239,         0.209726,       -20.160776,        -4.875384,         0.065184,       -74.794266,         1.210518,         0.247021,         4.900475,        -0.068733,         0.014923,        -4.605993,        30.000000,        35.307120,         0.542079,         0.026754
   90, 90, 311673.48, 10101.08,         8.069599,         0.100136,        80.586052,        -2.775403,         0.230478,       -12.041950,        -4.658880,         0.072185,       -64.540761,         0.333470,         0.279729,         1.192118,        -0.009134,         0.017004,        -0.537199,        27.000000,        34.311950,         0.559284,         0.025113
   91, 91, 300937.58, 3470.02,         8.177087,         0.092321,        88.571882,        -3.158530,         0.217763,       -14.504407,        -4.690914,         0.067447,       -69.549422,         0.702570,         0.253529,         2.771160,        -0.042090,         0.015388,        -2.735287,        18.000000,        26.068630,         0.541512,         0.037415
   92, 92, 286991.93, 9571.27,         8.059381,         0.087674,        91.923909,        -2.963251,         0.206142,       -14.374816,        -4.676418,         0.064450,       -72.558512,         0.191183,         0.242684,         0.787786,         0.007678,         0.014280,         0.537632,         7.000000,        32.429448,         0.562336,         0.045475
   93, 93, 307386.12, 16090.18,         7.796841,         0.104380,        74.696878,        -2.157056,         0.238092,        -9.059759,        -4.530081,         0.074894,       -60.486316,        -0.108316,         0.283290,        -0.382350,         0.043050,         0.017496,         2.460593,         7.000000,        32.769029,         0.571946,         0.029901
   94, 94, 300604.96, 17843.82,         7.860009,         0.098396,        79.881158,        -2.460024,         0.225868,       -10.891441,        -4.580587,         0.071041,       -64.478424,        -0.067973,         0.263060,        -0.258395,         0.042950,         0.016188,         2.653140,        15.000000,        46.389440,         0.576123,         0.022013
   95, 95, 303917.55, 29223.91,         7.834931,         0.097545,        80.321085,        -2.570482,         0.220809,       -11.641222,        -4.610867,         0.070019,       -65.851275,        -0.347262,         0.254165,        -1.366286,         0.079949,         0.015829,         5.050678,        44.000000,        39.980746,         0.596318,         0.022928
   96, 96, 296097.2, 19299.56,         7.981525,         0.091370,        87.354307,        -2.883521,         0.211447,       -13.637120,        -4.665190,         0.066488,       -70.165406,        -0.009572,         0.244986,        -0.039071,         0.038685,         0.014838,         2.607068,        25.000000,        41.184856,         0.580503,         0.028108
   97, 97, 291327.94, 19385.45,         8.048255,         0.087022,        92.484773,        -3.092561,         0.203039,       -15.231395,        -4.704628,         0.063712,       -73.841971,         0.018049,         0.235479,         0.076650,         0.034354,         0.014045,         2.445992,        15.000000,        40.779069,         0.580331,         0.019415
   98, 98, 288651.19, 16782.21,         8.077411,         0.085438,        94.540867,        -3.155685,         0.200381,       -15.748395,        -4.714341,         0.062770,       -75.105286,         0.079271,         0.233337,         0.339728,         0.027013,         0.013788,         1.959170,        53.000000,        55.394967,         0.576204,         0.035407
