Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_OCC_TEC, se_OCC_TEC, t_OCC_TEC, est_OWNH, se_OWNH, t_OWNH, est_POP65, se_POP65, t_POP65, est_UNEMP, se_UNEMP, t_UNEMP, y, yhat, localpdev, Ginfluence
   21, 21, 350567.45, 26456.28,         0.300519,         0.236391,         1.271276,        -1.363742,         0.555695,        -2.454120,        -0.297405,         0.140964,        -2.109791,         1.618155,         0.654787,         2.471269,        -0.049260,         0.039016,        -1.262576,        40.000000,        42.318220,         0.327484,         0.135570
   22, 22, 356783.59, 23682.89,         0.300844,         0.213666,         1.408014,        -1.321426,         0.529750,        -2.494432,        -0.316035,         0.130602,        -2.419837,         1.605591,         0.611699,         2.624807,        -0.045616,         0.036544,        -1.248251,        15.000000,        15.616459,         0.330588,         0.046197
   23, 23, 356225.47, 19763.98,         0.270822,         0.190812,         1.419318,        -1.457460,         0.480326,        -3.034313,        -0.326269,         0.118198,        -2.760366,         1.819988,         0.524931,         3.467102,        -0.033765,         0.033554,        -1.006295,        47.000000,        38.378044,         0.382105,         0.098141
   24, 24, 338360.54, 25697.56,         0.250487,         0.243038,         1.030651,        -1.766448,         0.545918,        -3.235738,        -0.293931,         0.144925,        -2.028158,         1.873911,         0.610208,         3.070938,        -0.028855,         0.040599,        -0.710720,        68.000000,        65.588858,         0.380253,         0.287709
   25, 25, 337846.31, 18213.38,         0.244553,         0.187648,         1.303257,        -2.125246,         0.401819,        -5.289068,        -0.322903,         0.118590,        -2.722855,         1.993319,         0.448188,         4.447503,        -0.008695,         0.033102,        -0.262685,        17.000000,        15.153584,         0.434270,         0.026229
   26, 26, 344074.13, 27136.92,         0.280684,         0.250054,         1.122497,        -1.515694,         0.566477,        -2.675652,        -0.291391,         0.147910,        -1.970054,         1.740935,         0.653657,         2.663378,        -0.043504,         0.040800,        -1.066274,        57.000000,        49.806553,         0.352673,         0.105554
   27, 27, 349087.82, 19336.47,         0.275275,         0.188104,         1.463418,        -1.700058,         0.445056,        -3.819879,        -0.328370,         0.115792,        -2.835864,         1.910960,         0.484983,         3.940263,        -0.028963,         0.032873,        -0.881062,        40.000000,        26.986624,         0.405900,         0.075354
   28, 28, 343402.57, 18620.67,         0.270039,         0.187316,         1.441625,        -1.942487,         0.416249,        -4.666641,        -0.329326,         0.116703,        -2.821926,         1.955216,         0.457130,         4.277150,        -0.020324,         0.032702,        -0.621494,        47.000000,        44.761255,         0.426139,         0.057000
   29, 29, 359036.48, 1198.74,         0.210464,         0.135557,         1.552587,        -2.384969,         0.325084,        -7.336468,        -0.295157,         0.091747,        -3.217066,         1.958878,         0.334600,         5.854392,         0.012921,         0.023345,         0.553488,        49.000000,        40.735988,         0.656307,         0.034948
   30, 30, 370771.99, -1522.12,         0.189166,         0.157582,         1.200428,        -2.375939,         0.392676,        -6.050639,        -0.296689,         0.104054,        -2.851293,         2.117631,         0.374783,         5.650289,         0.013081,         0.027823,         0.470148,        49.000000,        44.636735,         0.662001,         0.073790
   31, 31, 376842.13, -7139.16,         0.228867,         0.171450,         1.334894,        -2.803551,         0.432829,        -6.477271,        -0.305604,         0.108806,        -2.808706,         2.182377,         0.410594,         5.315169,         0.014125,         0.030901,         0.457106,        27.000000,        26.445481,         0.687483,         0.071534
   32, 32, 318049.53, 32744.59,        -0.199306,         0.291236,        -0.684345,        -0.880370,         0.911117,        -0.966253,        -0.049524,         0.224630,        -0.220468,         2.235659,         0.935701,         2.389288,         0.016783,         0.052153,         0.321799,       120.000000,       121.594422,         0.309974,         0.263650
   33, 33, 325761.21, 31092.21,         0.031738,         0.272337,         0.116540,        -1.539094,         0.753104,        -2.043666,        -0.153563,         0.186462,        -0.823562,         1.897104,         0.821357,         2.309721,        -0.000622,         0.048191,        -0.012898,        28.000000,        28.841712,         0.352729,         0.150101
   34, 34, 318112.24, 28405.62,        -0.194927,         0.256429,        -0.760158,        -1.050130,         0.737168,        -1.424546,        -0.076790,         0.187160,        -0.410289,         2.330660,         0.794118,         2.934903,         0.026819,         0.047419,         0.565580,        16.000000,        17.952478,         0.316462,         0.068989
   35, 35, 310480.1, 28809.03,        -0.435087,         0.286945,        -1.516273,        -0.137020,         0.869551,        -0.157576,         0.014144,         0.221597,         0.063828,         2.881999,         0.875485,         3.291888,         0.033776,         0.051970,         0.649905,        14.000000,        18.431188,         0.269696,         0.053481
   36, 36, 306513.97, 32751.48,        -0.514352,         0.343956,        -1.495399,         0.578515,         1.142777,         0.506236,         0.024910,         0.274314,         0.090807,         3.297680,         1.080535,         3.051895,         0.014041,         0.061017,         0.230110,        43.000000,        43.075051,         0.242207,         0.444366
   37, 37, 311395.51, 33538.42,        -0.399529,         0.327220,        -1.220979,        -0.025613,         1.084030,        -0.023627,         0.007949,         0.261092,         0.030444,         2.802593,         1.039663,         2.695674,         0.019466,         0.057139,         0.340669,        29.000000,        36.384555,         0.267973,         0.118096
   38, 38, 314408.34, -4572.95,        -0.033311,         0.119328,        -0.279152,        -2.034212,         0.254456,        -7.994357,        -0.234421,         0.083741,        -2.799355,         2.123215,         0.335303,         6.332223,         0.060669,         0.020230,         2.998987,       401.000000,       402.243842,         0.486737,         0.102954
   39, 39, 303850.22, 22478,        -0.597791,         0.271571,        -2.201232,         0.283043,         0.743897,         0.380487,         0.061932,         0.198701,         0.311683,         3.354462,         0.751384,         4.464380,         0.048078,         0.051990,         0.924759,       210.000000,       218.862826,         0.247729,         0.196024
   40, 40, 337540.25, -12310.61,         0.234304,         0.100221,         2.337868,        -2.528475,         0.216594,       -11.673819,        -0.341476,         0.075950,        -4.496047,         1.673142,         0.286785,         5.834137,         0.027373,         0.016081,         1.702212,       711.000000,       669.389083,         0.726278,         0.136430
   41, 41, 330948.96, -8687.59,         0.216293,         0.103102,         2.097857,        -2.471252,         0.218552,       -11.307363,        -0.343695,         0.076648,        -4.484045,         1.696180,         0.284267,         5.966863,         0.029738,         0.016605,         1.790915,       544.000000,       557.611654,         0.675510,         0.071995
   42, 42, 327143.99, -3103.01,         0.161848,         0.108561,         1.490850,        -2.381724,         0.228842,       -10.407726,        -0.319247,         0.078876,        -4.047459,         1.821761,         0.295502,         6.164964,         0.035116,         0.017929,         1.958542,       557.000000,       577.265017,         0.606204,         0.083346
   43, 43, 312830.72, 21412.1,        -0.373869,         0.220748,        -1.693642,        -0.792072,         0.572763,        -1.382896,        -0.035685,         0.154705,        -0.230665,         2.748781,         0.648358,         4.239604,         0.058683,         0.041530,         1.413034,       132.000000,       121.197294,         0.296280,         0.081308
   44, 44, 312874.14, -17053.63,         0.135498,         0.110310,         1.228336,        -2.324732,         0.235269,        -9.881151,        -0.336074,         0.083586,        -4.020699,         1.778873,         0.303287,         5.865309,         0.046265,         0.017848,         2.592165,       395.000000,       373.643571,         0.574294,         0.109337
   45, 45, 293680.38, -8010.1,        -0.295643,         0.197169,        -1.499439,        -1.367802,         0.464357,        -2.945581,        -0.114664,         0.134397,        -0.853171,         2.697997,         0.545328,         4.947479,         0.080038,         0.034908,         2.292812,        97.000000,       109.588101,         0.323106,         0.116337
   46, 46, 325185.11, 20460.45,         0.035866,         0.200239,         0.179114,        -1.904210,         0.454013,        -4.194178,        -0.230315,         0.129606,        -1.777036,         2.199295,         0.541722,         4.059821,         0.023973,         0.037406,         0.640879,        91.000000,        85.257605,         0.380051,         0.083228
   47, 47, 305971.31, 8472,        -0.500330,         0.190846,        -2.621642,        -0.894868,         0.437280,        -2.046443,         0.000702,         0.124261,         0.005647,         2.933150,         0.497296,         5.898197,         0.097792,         0.033049,         2.958988,        97.000000,       109.587325,         0.301204,         0.050263
   48, 48, 335330.5, -108.19,         0.214273,         0.112489,         1.904830,        -2.487692,         0.239239,       -10.398358,        -0.325731,         0.081664,        -3.988694,         1.807830,         0.296242,         6.102550,         0.024337,         0.018730,         1.299304,       148.000000,       155.983535,         0.629962,         0.080332
   49, 49, 339115.66, 3202.05,         0.227419,         0.120304,         1.890367,        -2.489735,         0.257751,        -9.659452,        -0.321631,         0.085878,        -3.745221,         1.847676,         0.311330,         5.934776,         0.018332,         0.020544,         0.892313,       269.000000,       253.890225,         0.610007,         0.099367
   50, 50, 309271.13, -10589.17,        -0.015784,         0.123138,        -0.128183,        -2.057920,         0.266755,        -7.714632,        -0.250781,         0.088367,        -2.837943,         2.095155,         0.340983,         6.144458,         0.060109,         0.020887,         2.877815,       183.000000,       194.647630,         0.479988,         0.064159
   51, 51, 319972.62, 24634.35,        -0.129010,         0.226831,        -0.568751,        -1.381276,         0.589358,        -2.343695,        -0.130910,         0.155312,        -0.842883,         2.321214,         0.673606,         3.445952,         0.031656,         0.042802,         0.739582,        86.000000,        85.790170,         0.334766,         0.094891
   52, 52, 317013.43, 12374.14,        -0.200050,         0.160518,        -1.246274,        -1.612375,         0.352204,        -4.577962,        -0.143253,         0.106989,        -1.338948,         2.492534,         0.464524,         5.365781,         0.067916,         0.029733,         2.284209,        86.000000,        95.737348,         0.365039,         0.041453
   53, 53, 323345.93, 2314.46,         0.061994,         0.118129,         0.524799,        -2.216525,         0.248847,        -8.907195,        -0.271838,         0.083531,        -3.254348,         2.030498,         0.331951,         6.116865,         0.045780,         0.020423,         2.241551,       244.000000,       271.227636,         0.519618,         0.083448
   54, 54, 327610.55, -7504.02,         0.191997,         0.104681,         1.834109,        -2.423539,         0.220629,       -10.984688,        -0.337156,         0.077172,        -4.368875,         1.733677,         0.286652,         6.048023,         0.033086,         0.016964,         1.950348,       120.000000,       106.769703,         0.645408,         0.013335
   55, 55, 343813.29, -11626.17,         0.232738,         0.101650,         2.289607,        -2.574479,         0.223785,       -11.504248,        -0.328049,         0.076393,        -4.294223,         1.733739,         0.289618,         5.986305,         0.025834,         0.016453,         1.570171,       297.000000,       308.478075,         0.741106,         0.096475
   56, 56, 342508.85, -4698.16,         0.233224,         0.107957,         2.160343,        -2.555025,         0.234908,       -10.876689,        -0.322454,         0.078936,        -4.085022,         1.768457,         0.288812,         6.123213,         0.022494,         0.017633,         1.275683,       393.000000,       389.297389,         0.694679,         0.105664
   57, 57, 333426.78, -13559.3,         0.231276,         0.099872,         2.315733,        -2.503419,         0.213046,       -11.750622,        -0.349620,         0.076104,        -4.593974,         1.648236,         0.285122,         5.780815,         0.029265,         0.015924,         1.837776,       103.000000,       113.750085,         0.716370,         0.011660
   58, 58, 330824.95, -14794.45,         0.227699,         0.099806,         2.281404,        -2.489710,         0.211147,       -11.791367,        -0.354104,         0.076424,        -4.633442,         1.637555,         0.284143,         5.763133,         0.030854,         0.015841,         1.947733,       136.000000,       139.011057,         0.710134,         0.074208
   59, 59, 304617.97, -15261.45,         0.013913,         0.130460,         0.106649,        -2.106410,         0.291295,        -7.231198,        -0.276235,         0.095162,        -2.902796,         2.058988,         0.362905,         5.673631,         0.058384,         0.022191,         2.631013,       160.000000,       170.498693,         0.466183,         0.122028
   60, 60, 338062.78, -13156.47,         0.234147,         0.099754,         2.347245,        -2.531286,         0.215994,       -11.719270,        -0.341137,         0.075937,        -4.492394,         1.670997,         0.287554,         5.811067,         0.027646,         0.015990,         1.728977,       102.000000,       102.092671,         0.732162,         0.026651
   61, 61, 325419.58, -15527.5,         0.212809,         0.101188,         2.103107,        -2.454847,         0.211557,       -11.603689,        -0.357817,         0.077320,        -4.627745,         1.646699,         0.283183,         5.814967,         0.034270,         0.016032,         2.137583,       142.000000,       144.284278,         0.681182,         0.040591
   62, 62, 324052.62, -12510.9,         0.193269,         0.103219,         1.872413,        -2.416111,         0.216027,       -11.184300,        -0.347985,         0.077423,        -4.494597,         1.691340,         0.285136,         5.931700,         0.035645,         0.016545,         2.154372,        83.000000,        83.565099,         0.652505,         0.036064
   63, 63, 327521.88, -17674.68,         0.222404,         0.099480,         2.235673,        -2.480287,         0.208437,       -11.899465,        -0.359653,         0.077214,        -4.657906,         1.625037,         0.282973,         5.742722,         0.033575,         0.015638,         2.146991,        78.000000,        75.877345,         0.706075,         0.012624
   64, 64, 322114.34, -17894.35,         0.205663,         0.101597,         2.024301,        -2.447093,         0.211807,       -11.553392,        -0.361644,         0.078403,        -4.612628,         1.646481,         0.283741,         5.802762,         0.037011,         0.016003,         2.312755,       201.000000,       187.082969,         0.669632,         0.047063
   65, 65, 320355.21, 5840.48,        -0.041306,         0.129674,        -0.318541,        -2.021689,         0.274222,        -7.372449,        -0.222711,         0.089289,        -2.494270,         2.217972,         0.373541,         5.937695,         0.056803,         0.023115,         2.457378,        87.000000,        96.944839,         0.453143,         0.033919
   66, 66, 330341.07, 12925.79,         0.149729,         0.155576,         0.962418,        -2.280567,         0.324536,        -7.027152,        -0.297109,         0.105022,        -2.829025,         2.074987,         0.397346,         5.222120,         0.021291,         0.028469,         0.747865,        89.000000,        87.563633,         0.464069,         0.037072
   67, 67, 318527.16, 8318.24,        -0.117988,         0.140711,        -0.838516,        -1.853594,         0.300207,        -6.174382,        -0.185552,         0.095163,        -1.949832,         2.348781,         0.407890,         5.758368,         0.064016,         0.025489,         2.511495,        80.000000,        81.724305,         0.411078,         0.035319
   68, 68, 347297.26, -13547.71,         0.228895,         0.101703,         2.250613,        -2.607359,         0.226624,       -11.505237,        -0.324168,         0.076771,        -4.222552,         1.772805,         0.292764,         6.055413,         0.026565,         0.016493,         1.610611,       105.000000,       114.364395,         0.757648,         0.049729
   69, 69, 321375.58, -10594.12,         0.157327,         0.105727,         1.488052,        -2.353411,         0.221666,       -10.616940,        -0.331642,         0.078193,        -4.241324,         1.759057,         0.290384,         6.057688,         0.039679,         0.017157,         2.312670,       114.000000,       130.073420,         0.615451,         0.039967
   70, 70, 318675.19, -8454.47,         0.102141,         0.109266,         0.934791,        -2.261584,         0.230272,        -9.821368,        -0.304071,         0.079464,        -3.826518,         1.864959,         0.301272,         6.190282,         0.045792,         0.018027,         2.540158,       101.000000,        93.320410,         0.570861,         0.029694
   71, 71, 350174.04, -12060.87,         0.228362,         0.104458,         2.186162,        -2.644072,         0.234730,       -11.264296,        -0.317365,         0.077682,        -4.085445,         1.824694,         0.292299,         6.242548,         0.025259,         0.017038,         1.482541,       181.000000,       165.600887,         0.756371,         0.076409
   72, 72, 329442.54, 5939.52,         0.145252,         0.125783,         1.154782,        -2.356443,         0.263521,        -8.942139,        -0.301131,         0.089061,        -3.381178,         1.980425,         0.336474,         5.885824,         0.030750,         0.022195,         1.385468,        82.000000,        79.693002,         0.533136,         0.054908
   73, 73, 307098.94, 992.68,        -0.331215,         0.156424,        -2.117416,        -1.433670,         0.343810,        -4.169942,        -0.084956,         0.103554,        -0.820408,         2.649995,         0.425684,         6.225263,         0.090687,         0.026692,         3.397530,        93.000000,       108.603132,         0.357535,         0.090604
   74, 74, 337247.61, 14030.91,         0.232468,         0.161655,         1.438049,        -2.287243,         0.341474,        -6.698141,        -0.323776,         0.107095,        -3.023258,         1.989654,         0.392673,         5.066945,         0.002792,         0.028991,         0.096291,        67.000000,        77.111112,         0.476313,         0.093698
   75, 75, 306612.95, -2173.79,        -0.267122,         0.148987,        -1.792925,        -1.578725,         0.326758,        -4.831483,        -0.118096,         0.100150,        -1.179193,         2.554747,         0.409315,         6.241519,         0.084848,         0.025509,         3.326169,        55.000000,        64.567502,         0.378009,         0.057409
   76, 76, 301727, -6640.87,        -0.244882,         0.158536,        -1.544647,        -1.599799,         0.356771,        -4.484108,        -0.134808,         0.108262,        -1.245200,         2.563923,         0.436521,         5.873544,         0.081428,         0.027555,         2.955048,        68.000000,        66.893855,         0.368669,         0.045215
   77, 77, 326724.18, 5478.1,         0.103373,         0.124592,         0.829693,        -2.287475,         0.261131,        -8.759871,        -0.285786,         0.087985,        -3.248135,         2.024324,         0.341642,         5.925285,         0.037504,         0.022011,         1.703864,        47.000000,        33.350376,         0.517434,         0.021766
   78, 78, 311503.39, 15708.66,        -0.405783,         0.194405,        -2.087314,        -0.962299,         0.462673,        -2.079870,        -0.038183,         0.129970,        -0.293785,         2.800330,         0.549576,         5.095437,         0.078359,         0.035832,         2.186828,        33.000000,        34.950034,         0.304892,         0.045896
   79, 79, 316934.08, -10632.09,         0.104578,         0.109564,         0.954491,        -2.263703,         0.231136,        -9.793820,        -0.308757,         0.080342,        -3.843053,         1.850897,         0.301103,         6.147053,         0.046445,         0.018021,         2.577205,        43.000000,        49.668504,         0.569715,         0.019986
   80, 80, 317980.71, -13171.59,         0.145593,         0.106911,         1.361812,        -2.333242,         0.224507,       -10.392714,        -0.331766,         0.079756,        -4.159751,         1.766498,         0.293150,         6.025910,         0.042593,         0.017328,         2.458001,        52.000000,        45.728002,         0.600702,         0.022532
   81, 81, 298790.59, -2464.08,        -0.407470,         0.187081,        -2.178039,        -1.183024,         0.431061,        -2.744446,        -0.050841,         0.125211,        -0.406045,         2.846983,         0.497622,         5.721177,         0.092853,         0.032236,         2.880457,        75.000000,        47.820811,         0.318993,         0.109801
   82, 82, 294903.64, 214.57,        -0.517669,         0.219342,        -2.360102,        -0.751875,         0.524661,        -1.433067,         0.008137,         0.147052,         0.055334,         3.056579,         0.566645,         5.394172,         0.092117,         0.037899,         2.430626,        33.000000,        20.668894,         0.285916,         0.058119
   83, 83, 284950.61, -7897.72,        -0.310127,         0.248704,        -1.246970,        -1.041190,         0.603352,        -1.725676,        -0.094193,         0.170273,        -0.553189,         2.680694,         0.705065,         3.802055,         0.065521,         0.044741,         1.464465,        11.000000,         6.579140,         0.288314,         0.097769
   84, 84, 302616.14, 12642.65,        -0.609991,         0.229103,        -2.662522,        -0.299549,         0.558019,        -0.536808,         0.058175,         0.151891,         0.383005,         3.209498,         0.574211,         5.589408,         0.086989,         0.041217,         2.110527,        23.000000,        17.857227,         0.266904,         0.029434
   85, 85, 298937.62, 11074.43,        -0.647336,         0.244169,        -2.651184,        -0.096097,         0.602228,        -0.159569,         0.077088,         0.162553,         0.474232,         3.342053,         0.594476,         5.621852,         0.082317,         0.044206,         1.862104,        43.000000,        26.857886,         0.257623,         0.034577
   86, 86, 292980.66, 10621.27,        -0.672476,         0.275607,        -2.439983,         0.352334,         0.709108,         0.496869,         0.096996,         0.188136,         0.515563,         3.568943,         0.676750,         5.273650,         0.057535,         0.052684,         1.092082,        46.000000,        55.068124,         0.240922,         0.165118
   87, 87, 291341.64, 3602.46,        -0.600193,         0.253383,        -2.368721,        -0.222135,         0.632682,        -0.351101,         0.059391,         0.171965,         0.345368,         3.268474,         0.641738,         5.093159,         0.077804,         0.045048,         1.727157,        19.000000,        14.480291,         0.260488,         0.047376
   88, 88, 296052.78, 6812.78,        -0.629617,         0.241797,        -2.603904,        -0.238063,         0.592215,        -0.401988,         0.068574,         0.161184,         0.425436,         3.297445,         0.592028,         5.569748,         0.086319,         0.042694,         2.021801,        11.000000,         8.012398,         0.262489,         0.025577
   89, 89, 314476.95, 3490.04,        -0.175745,         0.135148,        -1.300397,        -1.766230,         0.289832,        -6.093972,        -0.160130,         0.090972,        -1.760205,         2.388810,         0.387945,         6.157604,         0.074496,         0.023521,         3.167243,        30.000000,        30.649777,         0.411656,         0.063196
   90, 90, 311673.48, 10101.08,        -0.357789,         0.168374,        -2.124960,        -1.277095,         0.376237,        -3.394385,        -0.068913,         0.110476,        -0.623785,         2.696415,         0.471828,         5.714833,         0.086843,         0.030004,         2.894337,        27.000000,        28.939996,         0.333654,         0.050939
   91, 91, 300937.58, 3470.02,        -0.518107,         0.198770,        -2.606567,        -0.867675,         0.459334,        -1.888986,         0.008093,         0.130595,         0.061970,         3.000420,         0.506390,         5.925122,         0.099610,         0.033849,         2.942776,        18.000000,        21.490636,         0.297510,         0.107839
   92, 92, 286991.93, 9571.27,        -0.653192,         0.300974,        -2.170257,         0.667541,         0.803819,         0.830462,         0.107146,         0.211757,         0.505988,         3.652529,         0.785168,         4.651909,         0.029622,         0.060820,         0.487037,         7.000000,         9.582707,         0.229232,         0.108583
   93, 93, 307386.12, 16090.18,        -0.526576,         0.216996,        -2.426664,        -0.521204,         0.533984,        -0.976066,         0.021285,         0.146095,         0.145690,         3.027303,         0.585524,         5.170242,         0.080868,         0.039719,         2.036019,         7.000000,        11.647452,         0.279005,         0.033153
   94, 94, 300604.96, 17843.82,        -0.648775,         0.264879,        -2.449323,         0.296731,         0.690528,         0.429715,         0.080577,         0.184524,         0.436674,         3.467277,         0.678982,         5.106583,         0.058492,         0.051101,         1.144653,        15.000000,        17.247704,         0.244961,         0.028983
   95, 95, 303917.55, 29223.91,        -0.570947,         0.321824,        -1.774097,         0.691580,         0.996485,         0.694019,         0.043183,         0.253405,         0.170409,         3.482285,         0.972522,         3.580675,         0.019077,         0.060067,         0.317602,        44.000000,        41.958038,         0.235754,         0.138496
   96, 96, 296097.2, 19299.56,        -0.674322,         0.296221,        -2.276414,         0.846697,         0.803591,         1.053642,         0.088998,         0.213846,         0.416180,         3.805875,         0.776857,         4.899065,         0.028128,         0.061531,         0.457131,        25.000000,        19.091359,         0.226474,         0.091969
   97, 97, 291327.94, 19385.45,        -0.674703,         0.319645,        -2.110788,         1.265574,         0.897100,         1.410738,         0.088940,         0.237354,         0.374714,         4.088191,         0.887826,         4.604722,        -0.001546,         0.071534,        -0.021614,        15.000000,        16.985761,         0.211638,         0.067849
   98, 98, 288651.19, 16782.21,        -0.672227,         0.321752,        -2.089269,         1.249067,         0.899013,         1.389376,         0.101145,         0.235933,         0.428702,         4.055294,         0.890879,         4.552015,        -0.003711,         0.072412,        -0.051245,        53.000000,        55.664412,         0.210963,         0.353286
   99, 99, 321850.11, 16542.18,        -0.057973,         0.175855,        -0.329663,        -1.828718,         0.387132,        -4.723760,        -0.201749,         0.116677,        -1.729116,         2.333129,         0.492838,         4.734065,         0.044031,         0.033282,         1.322942,        24.000000,        28.776731,         0.378571,         0.053148
