Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_OCC_TEC, se_OCC_TEC, t_OCC_TEC, est_OWNH, se_OWNH, t_OWNH, est_POP65, se_POP65, t_POP65, est_UNEMP, se_UNEMP, t_UNEMP, y, yhat, localpdev, Ginfluence
   14, 14, 386771.66, -4857.11,         0.062622,         0.082815,         0.756162,        -2.359178,         0.201091,       -11.731867,        -0.257195,         0.060212,        -4.271515,         2.240679,         0.237779,         9.423354,         0.046090,         0.013702,         3.363742,        25.000000,        23.297960,         0.635235,         0.031206
   15, 15, 397029.93, 4912.15,         0.046444,         0.079385,         0.585050,        -2.295137,         0.193376,       -11.868798,        -0.252786,         0.057510,        -4.395540,         2.239725,         0.232091,         9.650216,         0.048328,         0.013245,         3.648811,        17.000000,        16.941051,         0.616746,         0.024623
   16, 16, 399583.28, 1217.51,         0.036146,         0.078115,         0.462727,        -2.303885,         0.189883,       -12.133177,        -0.247937,         0.056732,        -4.370299,         2.257279,         0.229674,         9.828199,         0.050844,         0.012987,         3.915126,        31.000000,        28.664976,         0.623901,         0.029164
   17, 17, 389413.79, 18915.59,         0.068284,         0.077990,         0.875548,        -2.261070,         0.190906,       -11.843914,        -0.265969,         0.056114,        -4.739761,         2.174236,         0.228544,         9.513413,         0.043775,         0.013141,         3.331177,        27.000000,        35.077311,         0.595764,         0.047439
   18, 18, 374811.31, 23395.2,         0.113196,         0.083180,         1.360852,        -2.237863,         0.202600,       -11.045698,        -0.286956,         0.059138,        -4.852330,         2.092729,         0.238426,         8.777280,         0.033612,         0.014197,         2.367499,        10.000000,        16.793765,         0.566536,         0.016621
   19, 19, 366291.01, 3851.09,         0.162927,         0.091575,         1.779168,        -2.365028,         0.218819,       -10.808160,        -0.301556,         0.065394,        -4.611339,         2.041684,         0.252201,         8.095451,         0.026176,         0.015296,         1.711321,        42.000000,        40.048527,         0.605588,         0.033273
   20, 20, 362053.67, 7027.25,         0.177743,         0.093071,         1.909750,        -2.340673,         0.220676,       -10.606838,        -0.308229,         0.065966,        -4.672579,         2.001966,         0.255462,         7.836664,         0.022602,         0.015670,         1.442378,        20.000000,        20.325256,         0.587175,         0.023352
   21, 21, 350567.45, 26456.28,         0.153346,         0.089910,         1.705537,        -2.217802,         0.208824,       -10.620453,        -0.306002,         0.062578,        -4.889921,         2.000956,         0.250325,         7.993442,         0.024816,         0.015489,         1.602120,        40.000000,        41.970420,         0.521263,         0.046325
   22, 22, 356783.59, 23682.89,         0.152241,         0.088193,         1.726219,        -2.233827,         0.208247,       -10.726828,        -0.304607,         0.061751,        -4.932813,         2.010345,         0.246985,         8.139545,         0.025575,         0.015152,         1.687918,        15.000000,        15.660863,         0.537805,         0.014191
   23, 23, 356225.47, 19763.98,         0.163497,         0.089966,         1.817317,        -2.251615,         0.211658,       -10.637970,        -0.308038,         0.062992,        -4.890093,         1.996432,         0.250272,         7.977037,         0.023598,         0.015430,         1.529418,        47.000000,        37.533845,         0.541995,         0.035130
   24, 24, 338360.54, 25697.56,         0.152934,         0.097814,         1.563523,        -2.196069,         0.216590,       -10.139302,        -0.305827,         0.067354,        -4.540604,         1.997474,         0.266856,         7.485201,         0.023396,         0.016883,         1.385777,        68.000000,        63.608461,         0.486566,         0.065438
   25, 25, 337846.31, 18213.38,         0.164157,         0.098075,         1.673792,        -2.255549,         0.215606,       -10.461438,        -0.308985,         0.068152,        -4.533773,         1.978709,         0.267621,         7.393687,         0.023319,         0.016801,         1.387974,        17.000000,        15.135671,         0.507072,         0.011466
   26, 26, 344074.13, 27136.92,         0.154039,         0.093180,         1.653144,        -2.204579,         0.211666,       -10.415392,        -0.306600,         0.064474,        -4.755421,         1.995847,         0.256973,         7.766764,         0.023962,         0.016073,         1.490814,        57.000000,        49.893488,         0.503655,         0.026579
   27, 27, 349087.82, 19336.47,         0.165285,         0.090844,         1.819447,        -2.260414,         0.209227,       -10.803645,        -0.309154,         0.063472,        -4.870742,         1.982166,         0.251953,         7.867193,         0.023771,         0.015527,         1.530958,        40.000000,        25.998374,         0.536039,         0.029782
   28, 28, 343402.57, 18620.67,         0.165755,         0.093029,         1.781752,        -2.263851,         0.209946,       -10.783038,        -0.309555,         0.064895,        -4.770062,         1.975463,         0.256619,         7.698036,         0.023767,         0.015879,         1.496744,        47.000000,        44.437890,         0.526904,         0.022872
   29, 29, 359036.48, 1198.74,         0.170889,         0.089380,         1.911941,        -2.410226,         0.209568,       -11.500954,        -0.303679,         0.063905,        -4.752015,         1.993519,         0.248528,         8.021312,         0.027273,         0.014708,         1.854357,        49.000000,        40.002213,         0.624718,         0.017508
   30, 30, 370771.99, -1522.12,         0.139490,         0.089357,         1.561035,        -2.407542,         0.214796,       -11.208525,        -0.290526,         0.064436,        -4.508788,         2.102225,         0.247843,         8.482087,         0.031963,         0.014770,         2.164118,        49.000000,        44.758198,         0.631492,         0.029645
   31, 31, 376842.13, -7139.16,         0.100429,         0.085928,         1.168766,        -2.424433,         0.208021,       -11.654734,        -0.272780,         0.062513,        -4.363555,         2.187548,         0.242218,         9.031309,         0.040141,         0.014129,         2.841010,        27.000000,        26.785753,         0.649180,         0.025883
   32, 32, 318049.53, 32744.59,         0.069609,         0.101311,         0.687089,        -2.078417,         0.216937,        -9.580723,        -0.272524,         0.069505,        -3.920926,         2.094944,         0.278005,         7.535623,         0.036361,         0.017192,         2.115034,       120.000000,       127.396311,         0.438216,         0.043053
   33, 33, 325761.21, 31092.21,         0.102607,         0.103137,         0.994868,        -2.109097,         0.221022,        -9.542494,        -0.285631,         0.070432,        -4.055392,         2.060400,         0.280827,         7.336888,         0.030164,         0.017714,         1.702855,        28.000000,        28.688642,         0.443686,         0.050358
   34, 34, 318112.24, 28405.62,         0.064698,         0.103992,         0.622144,        -2.074616,         0.221062,        -9.384789,        -0.269561,         0.071276,        -3.781903,         2.103950,         0.285610,         7.366516,         0.036819,         0.017700,         2.080177,        16.000000,        18.018400,         0.431407,         0.024680
   35, 35, 310480.1, 28809.03,         0.027269,         0.105712,         0.257958,        -2.018678,         0.223984,        -9.012593,        -0.253478,         0.072373,        -3.502373,         2.148026,         0.289575,         7.417869,         0.042491,         0.017823,         2.384046,        14.000000,        18.955105,         0.414966,         0.018025
   36, 36, 306513.97, 32751.48,         0.030457,         0.099928,         0.304787,        -2.041530,         0.214217,        -9.530174,        -0.257034,         0.068981,        -3.726177,         2.135381,         0.275016,         7.764580,         0.043822,         0.016673,         2.628398,        43.000000,        49.763079,         0.432374,         0.049311
   37, 37, 311395.51, 33538.42,         0.046073,         0.100407,         0.458867,        -2.055120,         0.215110,        -9.553803,        -0.263193,         0.069112,        -3.808208,         2.119479,         0.276053,         7.677810,         0.040775,         0.016871,         2.416867,        29.000000,        38.168066,         0.434315,         0.019909
   38, 38, 314408.34, -4572.95,         0.062847,         0.095225,         0.659982,        -2.221339,         0.208442,       -10.656842,        -0.278071,         0.068556,        -4.056129,         2.007802,         0.265456,         7.563609,         0.049016,         0.015602,         3.141660,       401.000000,       404.303678,         0.523119,         0.071132
   39, 39, 303850.22, 22478,        -0.016957,         0.108110,        -0.156853,        -1.962744,         0.229040,        -8.569433,        -0.233861,         0.074143,        -3.154171,         2.201548,         0.296435,         7.426739,         0.049544,         0.018056,         2.743829,       210.000000,       225.606374,         0.399381,         0.037634
   40, 40, 337540.25, -12310.61,         0.185670,         0.089417,         2.076458,        -2.482014,         0.199466,       -12.443313,        -0.321524,         0.065591,        -4.901984,         1.776950,         0.258328,         6.878652,         0.035292,         0.014345,         2.460257,       711.000000,       666.301878,         0.694510,         0.112277
   41, 41, 330948.96, -8687.59,         0.177666,         0.091195,         1.948193,        -2.441599,         0.200594,       -12.171843,        -0.323788,         0.066546,        -4.865630,         1.790653,         0.255978,         6.995346,         0.035649,         0.014681,         2.428200,       544.000000,       557.480966,         0.653221,         0.051623
   42, 42, 327143.99, -3103.01,         0.146453,         0.091134,         1.607003,        -2.377038,         0.200474,       -11.857077,        -0.309504,         0.065854,        -4.699886,         1.881274,         0.253287,         7.427436,         0.037613,         0.014805,         2.540646,       557.000000,       578.935683,         0.599237,         0.054939
   43, 43, 312830.72, 21412.1,         0.013391,         0.109721,         0.122042,        -2.007752,         0.231431,        -8.675385,        -0.245899,         0.075078,        -3.275226,         2.171744,         0.303684,         7.151340,         0.044244,         0.018673,         2.369437,       132.000000,       122.628642,         0.404401,         0.040480
   44, 44, 312874.14, -17053.63,         0.110683,         0.092100,         1.201764,        -2.330724,         0.203510,       -11.452615,        -0.315066,         0.068956,        -4.569101,         1.859447,         0.260479,         7.138567,         0.049675,         0.014893,         3.335405,       395.000000,       374.322536,         0.590207,         0.077343
   45, 45, 293680.38, -8010.1,         0.000803,         0.093510,         0.008590,        -2.117861,         0.207793,       -10.192178,        -0.258693,         0.068238,        -3.791018,         2.102545,         0.272168,         7.725172,         0.059533,         0.015130,         3.934674,        97.000000,       106.923939,         0.481336,         0.047317
   46, 46, 325185.11, 20460.45,         0.101648,         0.106093,         0.958102,        -2.153843,         0.224536,        -9.592428,        -0.284212,         0.073070,        -3.889564,         2.063919,         0.291248,         7.086477,         0.031727,         0.018273,         1.736309,        91.000000,        85.360716,         0.449126,         0.040256
   47, 47, 305971.31, 8472,        -0.045643,         0.107915,        -0.422951,        -1.961628,         0.231556,        -8.471499,        -0.221329,         0.074841,        -2.957325,         2.233512,         0.301958,         7.396759,         0.055997,         0.017949,         3.119763,        97.000000,       112.046030,         0.403605,         0.023977
   48, 48, 335330.5, -108.19,         0.176670,         0.092402,         1.911978,        -2.423182,         0.203778,       -11.891266,        -0.314212,         0.066518,        -4.723714,         1.875402,         0.255149,         7.350225,         0.030733,         0.015051,         2.041888,       148.000000,       156.265236,         0.611933,         0.050817
   49, 49, 339115.66, 3202.05,         0.182213,         0.092960,         1.960113,        -2.410625,         0.206049,       -11.699291,        -0.313281,         0.066459,        -4.713923,         1.901285,         0.256158,         7.422315,         0.027477,         0.015283,         1.797895,       269.000000,       253.707983,         0.598383,         0.060073
   50, 50, 309271.13, -10589.17,         0.055649,         0.095993,         0.579719,        -2.216088,         0.211287,       -10.488506,        -0.281500,         0.070133,        -4.013781,         1.996967,         0.267887,         7.454524,         0.052493,         0.015689,         3.345915,       183.000000,       195.387909,         0.523877,         0.043095
   51, 51, 319972.62, 24634.35,         0.070475,         0.105173,         0.670088,        -2.092508,         0.222914,        -9.387073,        -0.271511,         0.072186,        -3.761247,         2.099113,         0.289697,         7.245888,         0.036075,         0.017980,         2.006401,        86.000000,        86.404878,         0.433403,         0.044292
   52, 52, 317013.43, 12374.14,         0.016053,         0.109703,         0.146334,        -2.063485,         0.232611,        -8.870979,        -0.247324,         0.075932,        -3.257193,         2.164708,         0.310910,         6.962483,         0.046173,         0.018836,         2.451271,        86.000000,        96.424112,         0.419470,         0.025230
   53, 53, 323345.93, 2314.46,         0.109323,         0.095283,         1.147348,        -2.292391,         0.207310,       -11.057782,        -0.292279,         0.068267,        -4.281382,         1.975126,         0.266308,         7.416698,         0.039850,         0.015743,         2.531223,       244.000000,       273.202344,         0.536705,         0.052905
   54, 54, 327610.55, -7504.02,         0.159628,         0.090601,         1.761884,        -2.407038,         0.199422,       -12.070093,        -0.318100,         0.065874,        -4.828882,         1.825585,         0.253079,         7.213511,         0.037958,         0.014633,         2.594080,       120.000000,       107.019450,         0.629974,         0.009170
   55, 55, 343813.29, -11626.17,         0.171347,         0.086659,         1.977263,        -2.485455,         0.197243,       -12.600962,        -0.309481,         0.062881,        -4.921672,         1.849318,         0.251567,         7.351194,         0.036057,         0.013913,         2.591692,       297.000000,       305.759093,         0.695937,         0.074280
   56, 56, 342508.85, -4698.16,         0.176544,         0.088051,         2.005026,        -2.458413,         0.198794,       -12.366640,        -0.310374,         0.063390,        -4.896246,         1.874380,         0.248408,         7.545567,         0.032242,         0.014195,         2.271393,       393.000000,       387.130408,         0.656589,         0.072211
   57, 57, 333426.78, -13559.3,         0.179374,         0.088689,         2.022502,        -2.463270,         0.197121,       -12.496238,        -0.324618,         0.065264,        -4.973889,         1.762977,         0.256503,         6.873136,         0.037527,         0.014234,         2.636528,       103.000000,       114.116872,         0.688481,         0.008954
   58, 58, 330824.95, -14794.45,         0.187888,         0.090851,         2.068082,        -2.463182,         0.199300,       -12.359148,        -0.333304,         0.067612,        -4.929658,         1.726193,         0.262073,         6.586680,         0.037163,         0.014543,         2.555421,       136.000000,       138.685659,         0.687711,         0.059298
   59, 59, 304617.97, -15261.45,         0.054728,         0.091709,         0.596759,        -2.236005,         0.205310,       -10.890865,        -0.288179,         0.068185,        -4.226449,         1.983616,         0.262760,         7.549147,         0.055793,         0.014909,         3.742286,       160.000000,       170.883756,         0.539168,         0.065017
   60, 60, 338062.78, -13156.47,         0.179427,         0.088104,         2.036527,        -2.478839,         0.197628,       -12.542979,        -0.318821,         0.064547,        -4.939328,         1.787108,         0.256280,         6.973272,         0.036573,         0.014138,         2.586791,       102.000000,       102.110580,         0.697932,         0.019467
   61, 61, 325419.58, -15527.5,         0.169498,         0.090046,         1.882359,        -2.430124,         0.197486,       -12.305325,        -0.331725,         0.066967,        -4.953590,         1.749019,         0.257723,         6.786422,         0.040783,         0.014449,         2.822569,       142.000000,       143.907047,         0.664890,         0.030675
   62, 62, 324052.62, -12510.9,         0.156907,         0.090408,         1.735538,        -2.403621,         0.198514,       -12.108062,        -0.324429,         0.066500,        -4.878596,         1.790334,         0.254994,         7.021082,         0.041053,         0.014572,         2.817210,        83.000000,        83.774399,         0.640481,         0.025890
   63, 63, 327521.88, -17674.68,         0.182497,         0.090530,         2.015874,        -2.454328,         0.197725,       -12.412817,        -0.337272,         0.068187,        -4.946291,         1.712621,         0.262692,         6.519490,         0.039774,         0.014447,         2.753128,        78.000000,        75.680983,         0.686922,         0.010224
   64, 64, 322114.34, -17894.35,         0.161636,         0.090087,         1.794216,        -2.420058,         0.197342,       -12.263238,        -0.333715,         0.067663,        -4.931985,         1.749849,         0.258629,         6.765864,         0.043361,         0.014435,         3.003921,       201.000000,       186.895159,         0.658006,         0.035649
   65, 65, 320355.21, 5840.48,         0.077822,         0.096952,         0.802688,        -2.221282,         0.210234,       -10.565746,        -0.277675,         0.068921,        -4.028915,         2.041900,         0.273765,         7.458594,         0.042428,         0.016168,         2.624245,        87.000000,        97.681943,         0.498884,         0.022102
   66, 66, 330341.07, 12925.79,         0.140767,         0.099335,         1.417097,        -2.274948,         0.214125,       -10.624385,        -0.300473,         0.069816,        -4.303787,         1.994901,         0.273698,         7.288699,         0.029447,         0.016866,         1.745923,        89.000000,        88.116191,         0.506722,         0.018724
   67, 67, 318527.16, 8318.24,         0.044768,         0.103158,         0.433978,        -2.145834,         0.221132,        -9.703879,        -0.261826,         0.072482,        -3.612285,         2.105999,         0.292827,         7.191966,         0.044956,         0.017461,         2.574654,        80.000000,        82.977765,         0.458142,         0.020693
   68, 68, 347297.26, -13547.71,         0.161282,         0.085205,         1.892870,        -2.490894,         0.196273,       -12.690943,        -0.304152,         0.061808,        -4.920908,         1.883113,         0.250032,         7.531496,         0.037777,         0.013687,         2.760004,       105.000000,       113.727843,         0.704842,         0.036178
   69, 69, 321375.58, -10594.12,         0.133820,         0.089640,         1.492853,        -2.365054,         0.197889,       -11.951411,        -0.313332,         0.065508,        -4.783111,         1.846495,         0.251450,         7.343387,         0.043345,         0.014511,         2.987074,       114.000000,       130.152911,         0.614250,         0.028054
   70, 70, 318675.19, -8454.47,         0.112360,         0.091924,         1.222315,        -2.318881,         0.201912,       -11.484610,        -0.303227,         0.066875,        -4.534239,         1.896542,         0.255867,         7.412228,         0.044906,         0.014945,         3.004690,       101.000000,        93.578979,         0.580916,         0.018286
   71, 71, 350174.04, -12060.87,         0.163500,         0.085925,         1.902822,        -2.499118,         0.198519,       -12.588781,        -0.302670,         0.062255,        -4.861800,         1.910276,         0.249781,         7.647790,         0.036158,         0.013796,         2.621011,       181.000000,       163.513290,         0.699739,         0.053375
   72, 72, 329442.54, 5939.52,         0.145520,         0.097051,         1.499418,        -2.336441,         0.210301,       -11.109994,        -0.303569,         0.069278,        -4.381892,         1.954327,         0.268167,         7.287712,         0.032387,         0.016188,         2.000665,        82.000000,        79.902904,         0.543177,         0.034133
   73, 73, 307098.94, 992.68,        -0.010509,         0.100820,        -0.104236,        -2.064813,         0.219376,        -9.412194,        -0.241166,         0.071385,        -3.378378,         2.158189,         0.283118,         7.622941,         0.055203,         0.016589,         3.327746,        93.000000,       113.140139,         0.449298,         0.040174
   74, 74, 337247.61, 14030.91,         0.169484,         0.097967,         1.730015,        -2.296667,         0.214561,       -10.704048,        -0.310330,         0.068581,        -4.524989,         1.964780,         0.267499,         7.345001,         0.023954,         0.016665,         1.437383,        67.000000,        78.288545,         0.523216,         0.037318
   75, 75, 306612.95, -2173.79,         0.005298,         0.098076,         0.054023,        -2.106009,         0.214716,        -9.808329,        -0.250824,         0.070106,        -3.577788,         2.121034,         0.275326,         7.703727,         0.054862,         0.016068,         3.414350,        55.000000,        66.516993,         0.469908,         0.026819
   76, 76, 301727, -6640.87,         0.002346,         0.097965,         0.023947,        -2.108427,         0.215751,        -9.772481,        -0.254165,         0.070776,        -3.591108,         2.111822,         0.276913,         7.626303,         0.057156,         0.015988,         3.574821,        68.000000,        67.040128,         0.472483,         0.024415
   77, 77, 326724.18, 5478.1,         0.127733,         0.098523,         1.296483,        -2.309771,         0.212553,       -10.866812,        -0.297392,         0.070310,        -4.229705,         1.975013,         0.273567,         7.219479,         0.035214,         0.016477,         2.137217,        47.000000,        33.494703,         0.529018,         0.014539
   78, 78, 311503.39, 15708.66,        -0.031901,         0.114774,        -0.277942,        -1.944626,         0.242472,        -8.020004,        -0.224623,         0.078350,        -2.866904,         2.234156,         0.320960,         6.960860,         0.050598,         0.019618,         2.579136,        33.000000,        35.361536,         0.383392,         0.017079
   79, 79, 316934.08, -10632.09,         0.110287,         0.092922,         1.186877,        -2.314698,         0.203676,       -11.364632,        -0.305427,         0.067977,        -4.493099,         1.886933,         0.258527,         7.298785,         0.046131,         0.015103,         3.054481,        43.000000,        49.845229,         0.579918,         0.014326
   80, 80, 317980.71, -13171.59,         0.127364,         0.091756,         1.388076,        -2.349671,         0.201340,       -11.670168,        -0.315696,         0.067661,        -4.665838,         1.840813,         0.256916,         7.165041,         0.045364,         0.014852,         3.054362,        52.000000,        45.866290,         0.603996,         0.016239
   81, 81, 298790.59, -2464.08,        -0.019869,         0.099796,        -0.199094,        -2.052599,         0.218470,        -9.395336,        -0.241392,         0.071365,        -3.382505,         2.160180,         0.282288,         7.652390,         0.058175,         0.016263,         3.577169,        75.000000,        45.374034,         0.447977,         0.034438
   82, 82, 294903.64, 214.57,        -0.014437,         0.096052,        -0.150300,        -2.064804,         0.210837,        -9.793374,        -0.244981,         0.068879,        -3.556692,         2.149878,         0.274231,         7.839649,         0.057984,         0.015561,         3.726324,        33.000000,        19.733297,         0.456082,         0.020227
   83, 83, 284950.61, -7897.72,         0.008703,         0.085077,         0.102296,        -2.159518,         0.192399,       -11.224183,        -0.267054,         0.062725,        -4.257541,         2.081760,         0.255484,         8.148292,         0.061280,         0.013729,         4.463524,        11.000000,         6.040482,         0.512017,         0.020842
   84, 84, 302616.14, 12642.65,        -0.023944,         0.103191,        -0.232036,        -1.995911,         0.221720,        -9.001940,        -0.232712,         0.071908,        -3.236269,         2.198413,         0.287940,         7.634981,         0.053596,         0.017032,         3.146852,        23.000000,        17.690192,         0.418038,         0.010627
   85, 85, 298937.62, 11074.43,        -0.008265,         0.096797,        -0.085381,        -2.047444,         0.210468,        -9.728038,        -0.242974,         0.068390,        -3.552771,         2.162519,         0.272650,         7.931472,         0.054013,         0.015800,         3.418519,        43.000000,        25.897637,         0.444593,         0.013609
   86, 86, 292980.66, 10621.27,        -0.008519,         0.094289,        -0.090350,        -2.058194,         0.206121,        -9.985387,        -0.245558,         0.067065,        -3.661485,         2.153738,         0.267555,         8.049713,         0.055554,         0.015287,         3.633982,        46.000000,        51.780992,         0.453456,         0.043947
   87, 87, 291341.64, 3602.46,        -0.011207,         0.093719,        -0.119577,        -2.070485,         0.206002,       -10.050815,        -0.247066,         0.067239,        -3.674442,         2.145368,         0.268853,         7.979716,         0.057730,         0.015140,         3.813106,        19.000000,        13.725753,         0.460590,         0.016079
   88, 88, 296052.78, 6812.78,        -0.012959,         0.096021,        -0.134958,        -2.052312,         0.209682,        -9.787741,        -0.242868,         0.068283,        -3.556793,         2.159985,         0.271996,         7.941245,         0.056043,         0.015593,         3.594095,        11.000000,         7.952443,         0.449515,         0.007560
   89, 89, 314476.95, 3490.04,         0.029588,         0.099096,         0.298581,        -2.138873,         0.215036,        -9.946586,        -0.257605,         0.070179,        -3.670669,         2.102839,         0.280241,         7.503674,         0.049462,         0.016448,         3.007133,        30.000000,        30.737944,         0.471899,         0.035240
   90, 90, 311673.48, 10101.08,        -0.023750,         0.108549,        -0.218791,        -2.000215,         0.232018,        -8.620950,        -0.230169,         0.075143,        -3.063081,         2.209111,         0.307073,         7.194098,         0.052458,         0.018328,         2.862160,        27.000000,        28.535706,         0.409154,         0.028805
   91, 91, 300937.58, 3470.02,        -0.016192,         0.098525,        -0.164347,        -2.048231,         0.214824,        -9.534471,        -0.239959,         0.069925,        -3.431688,         2.167004,         0.277802,         7.800538,         0.056075,         0.016080,         3.487345,        18.000000,        19.476458,         0.445397,         0.031455
   92, 92, 286991.93, 9571.27,        -0.003146,         0.090348,        -0.034817,        -2.086058,         0.199451,       -10.459003,        -0.251389,         0.064876,        -3.874933,         2.135565,         0.260238,         8.206200,         0.056896,         0.014580,         3.902402,         7.000000,         8.601866,         0.470335,         0.018826
   93, 93, 307386.12, 16090.18,        -0.029753,         0.109959,        -0.270580,        -1.955988,         0.233480,        -8.377539,        -0.227111,         0.075512,        -3.007605,         2.221956,         0.305520,         7.272713,         0.051541,         0.018487,         2.788010,         7.000000,        11.372214,         0.394678,         0.015131
   94, 94, 300604.96, 17843.82,        -0.014319,         0.102009,        -0.140369,        -2.002199,         0.218792,        -9.151175,        -0.237521,         0.070964,        -3.347055,         2.185537,         0.283253,         7.715841,         0.051955,         0.016819,         3.089044,        15.000000,        17.179651,         0.420759,         0.010783
   95, 95, 303917.55, 29223.91,         0.020120,         0.099309,         0.202596,        -2.038859,         0.213223,        -9.562080,        -0.252947,         0.068825,        -3.675205,         2.144940,         0.274405,         7.816680,         0.046162,         0.016487,         2.799888,        44.000000,        41.887591,         0.433278,         0.032501
   96, 96, 296097.2, 19299.56,         0.005222,         0.093903,         0.055612,        -2.063689,         0.204703,       -10.081399,        -0.249828,         0.066307,        -3.767768,         2.145779,         0.264396,         8.115765,         0.052073,         0.015326,         3.397634,        25.000000,        18.945111,         0.453224,         0.018808
   97, 97, 291327.94, 19385.45,         0.011750,         0.089004,         0.132016,        -2.097053,         0.196635,       -10.664699,        -0.255544,         0.063500,        -4.024288,         2.127734,         0.254003,         8.376792,         0.053285,         0.014456,         3.686113,        15.000000,        17.297754,         0.473990,         0.011235
   98, 98, 288651.19, 16782.21,         0.010815,         0.087432,         0.123692,        -2.108023,         0.194202,       -10.854812,        -0.256691,         0.062714,        -4.093056,         2.122935,         0.251442,         8.443025,         0.054581,         0.014164,         3.853388,        53.000000,        56.489684,         0.481599,         0.047113
   99, 99, 321850.11, 16542.18,         0.069312,         0.109866,         0.630884,        -2.126122,         0.231017,        -9.203305,        -0.270106,         0.075801,        -3.563369,         2.106074,         0.305423,         6.895598,         0.037091,         0.019006,         1.951491,        24.000000,        28.894779,         0.433389,         0.029651
