Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_PctRural, se_PctRural, t_PctRural, est_PctPov, se_PctPov, t_PctPov, est_PctBlack, se_PctBlack, t_PctBlack, y, yhat, residual, std_residual, localR2, influence, CooksD
   11, 13023, 844270.1, 3595691,        23.262635,         1.262917,        18.419766,        -0.107683,         0.013697,        -7.861986,        -0.315491,         0.073405,        -4.297938,         0.044395,         0.031850,         1.393871,        10.300000,        12.246973,        -1.946973,        -0.498717,         0.556205,         0.022063,         0.000698
   12, 13025, 979288.9, 3463849,        22.023185,         1.396647,        15.768609,        -0.101057,         0.014628,        -6.908428,        -0.317358,         0.076963,        -4.123500,         0.063226,         0.034002,         1.859490,         5.800000,         6.431159,        -0.631159,        -0.167422,         0.563934,         0.088082,         0.000337
   13, 13027, 827822, 3421638,        21.329854,         1.366845,        15.605175,        -0.093531,         0.014621,        -6.396952,        -0.343350,         0.076056,        -4.514434,         0.085757,         0.034564,         2.481142,         9.100000,         9.857815,        -0.757815,        -0.194052,         0.555169,         0.021434,         0.000103
   14, 13029, 1023145, 3554982,        22.981765,         1.347595,        17.053916,        -0.107186,         0.014312,        -7.489271,        -0.305664,         0.075797,        -4.032678,         0.042913,         0.032692,         1.312639,        11.800000,        10.945100,         0.854900,         0.221137,         0.559079,         0.041022,         0.000260
   15, 13031, 994903.4, 3600493,        23.375461,         1.335470,        17.503547,        -0.109687,         0.014217,        -7.714992,        -0.298428,         0.075780,        -3.938083,         0.033330,         0.032506,         1.025339,        19.900000,         9.101424,        10.798576,         2.820742,         0.552292,         0.059614,         0.062787
   16, 13033, 971593.8, 3671394,        24.524585,         1.271622,        19.286061,        -0.118149,         0.013720,        -8.611196,        -0.293751,         0.074107,        -3.963890,         0.019467,         0.031047,         0.627025,         9.600000,         8.097758,         1.502242,         0.389514,         0.546350,         0.045594,         0.000902
   17, 13035, 782448.2, 3684504,        25.845630,         1.264212,        20.444069,        -0.134835,         0.014378,        -9.377889,        -0.301626,         0.078752,        -3.830055,         0.027407,         0.032060,         0.854867,         7.200000,        12.215750,        -5.015750,        -1.291497,         0.560975,         0.032201,         0.006908
   18, 13037, 724741.2, 3492653,        22.163047,         1.303120,        17.007678,        -0.097085,         0.014424,        -6.730702,        -0.357953,         0.075290,        -4.754320,         0.082866,         0.032980,         2.512604,        10.100000,         5.951669,         4.148331,         1.087798,         0.564186,         0.066852,         0.010553
   19, 13039, 1008480, 3437933,        22.298215,         1.354182,        16.466182,        -0.102417,         0.014323,        -7.150385,        -0.322044,         0.075664,        -4.256225,         0.062073,         0.033138,         1.873175,        13.500000,        15.024108,        -1.524108,        -0.396779,         0.566825,         0.053252,         0.001102
   20, 13043, 964264.9, 3598842,        23.220616,         1.345121,        17.262846,        -0.108483,         0.014277,        -7.598441,        -0.296664,         0.076121,        -3.897282,         0.033632,         0.032948,         1.020737,         9.900000,        11.459604,        -1.559604,        -0.401240,         0.548581,         0.030562,         0.000632
   21, 13045, 678778.6, 3713250,        25.157218,         1.269114,        19.822667,        -0.126873,         0.014523,        -8.736229,        -0.363915,         0.080214,        -4.536773,         0.067373,         0.032358,         2.082123,        12.000000,        12.267665,        -0.267665,        -0.068432,         0.559438,         0.018319,         0.000011
   22, 13047, 670055.9, 3862318,        25.331887,         1.282320,        19.754728,        -0.127703,         0.014738,        -8.664685,        -0.349253,         0.082617,        -4.227359,         0.057703,         0.032827,         1.757798,         8.100000,        15.625499,        -7.525499,        -1.969222,         0.530409,         0.062910,         0.032406
   23, 13049, 962612.3, 3432769,        21.933757,         1.374678,        15.955558,        -0.100015,         0.014470,        -6.911946,        -0.324232,         0.076267,        -4.251280,         0.068344,         0.033790,         2.022611,         6.400000,         7.847483,        -1.447483,        -0.375138,         0.564887,         0.044685,         0.000819
   24, 13051, 1059706, 3556747,        23.289156,         1.293318,        18.007290,        -0.108878,         0.013869,        -7.850502,        -0.311044,         0.073959,        -4.205622,         0.042239,         0.031514,         1.340328,        18.600000,        18.989849,        -0.389849,        -0.104014,         0.560384,         0.098616,         0.000147
   25, 13053, 704959.2, 3577608,        23.135000,         1.280280,        18.070272,        -0.105939,         0.014463,        -7.324642,        -0.357265,         0.075946,        -4.704196,         0.075003,         0.032382,         2.316225,        20.200000,        20.288682,        -0.088682,        -0.023620,         0.575797,         0.095466,         0.000007
   26, 13055, 653026.6, 3813760,        25.238584,         1.281379,        19.696426,        -0.126760,         0.014709,        -8.617714,        -0.360001,         0.082164,        -4.381511,         0.064186,         0.032783,         1.957891,         5.900000,        10.724024,        -4.824024,        -1.237205,         0.537294,         0.024480,         0.004781
   27, 13057, 734240.9, 3794110,        26.738871,         1.424971,        18.764502,        -0.146237,         0.016977,        -8.613888,        -0.320312,         0.102328,        -3.130254,         0.043669,         0.036422,         1.198981,        18.400000,        16.409754,         1.990246,         0.518110,         0.537072,         0.053174,         0.001877
   28, 13059, 832508.6, 3762905,        27.241892,         1.337499,        20.367791,        -0.151566,         0.015698,        -9.655305,        -0.241590,         0.089623,        -2.695614,        -0.005162,         0.034409,        -0.150026,        37.500000,        17.916007,        19.583993,         5.637950,         0.528664,         0.225787,         1.153944
   29, 13061, 695793.9, 3495219,        22.465026,         1.270648,        17.679979,        -0.099292,         0.014146,        -7.018840,        -0.361903,         0.074478,        -4.859210,         0.082242,         0.032021,         2.568401,        11.200000,         4.612950,         6.587050,         1.736724,         0.565559,         0.076960,         0.031304
   30, 13063, 745538.8, 3711726,        26.037250,         1.288900,        20.201146,        -0.137682,         0.014805,        -9.299565,        -0.322383,         0.082647,        -3.900711,         0.041183,         0.032699,         1.259476,        14.700000,        23.639943,        -8.939943,        -2.380434,         0.559406,         0.094981,         0.074028
   31, 13065, 908046.1, 3428340,        21.390248,         1.409248,        15.178488,        -0.096206,         0.014752,        -6.521417,        -0.328048,         0.077266,        -4.245695,         0.077908,         0.034791,         2.239323,         6.700000,         9.218220,        -2.518220,        -0.653012,         0.559225,         0.045789,         0.002547
   32, 13067, 724646.8, 3757187,        26.497784,         1.374988,        19.271281,        -0.143156,         0.016165,        -8.855953,        -0.335996,         0.094592,        -3.552069,         0.049705,         0.035141,         1.414433,        33.000000,        24.274999,         8.725001,         2.347843,         0.549968,         0.113879,         0.088184
   33, 13069, 894463.9, 3492465,        20.885014,         1.484667,        14.067134,        -0.093591,         0.015185,        -6.163280,        -0.311700,         0.079148,        -3.938196,         0.074614,         0.035770,         2.085908,        11.100000,         9.725475,         1.374525,         0.352331,         0.541801,         0.023428,         0.000371
   34, 13071, 808691.8, 3455994,        20.974560,         1.432494,        14.641986,        -0.090631,         0.015182,        -5.969623,        -0.341884,         0.077899,        -4.388810,         0.088745,         0.035863,         2.474588,        10.000000,         9.940225,         0.059775,         0.015399,         0.547955,         0.033141,         0.000001
   35, 13073, 942527.9, 3722100,        25.350877,         1.257987,        20.151939,        -0.126053,         0.013781,        -9.146791,        -0.285976,         0.074525,        -3.837321,         0.011209,         0.030816,         0.363745,        23.900000,        19.728729,         4.171271,         1.097571,         0.540724,         0.073230,         0.011849
   36, 13075, 839816.1, 3449007,        20.886343,         1.442878,        14.475479,        -0.091298,         0.015128,        -6.035140,        -0.335224,         0.078026,        -4.296340,         0.087194,         0.035844,         2.432583,         6.500000,        10.327458,        -3.827458,        -0.978516,         0.547300,         0.018286,         0.002220
   37, 13077, 705457.9, 3694344,        25.248781,         1.266038,        19.943153,        -0.128314,         0.014483,        -8.859451,        -0.352857,         0.079632,        -4.431110,         0.060779,         0.032212,         1.886862,        13.300000,        12.834523,         0.465477,         0.120059,         0.565264,         0.035493,         0.000066
   38, 13079, 783416.5, 3623343,        24.137975,         1.257677,        19.192506,        -0.116338,         0.014127,        -8.235422,        -0.321860,         0.075176,        -4.281410,         0.045172,         0.031943,         1.414139,         5.700000,         9.383128,        -3.683128,        -0.962851,         0.572259,         0.061107,         0.007511
   39, 13081, 805648.4, 3537103,        21.592900,         1.393683,        15.493407,        -0.094784,         0.014912,        -6.356108,        -0.330252,         0.076861,        -4.296744,         0.072826,         0.034764,         2.094870,        10.000000,        10.389179,        -0.389179,        -0.101096,         0.554365,         0.049100,         0.000066
   40, 13083, 635964.3, 3854592,        25.083669,         1.262275,        19.871794,        -0.124773,         0.014393,        -8.668721,        -0.356768,         0.079859,        -4.467488,         0.062462,         0.032201,         1.939749,         8.000000,         7.856142,         0.143858,         0.037355,         0.533234,         0.048391,         0.000009
   41, 13085, 764386.1, 3812502,        26.868314,         1.394493,        19.267440,        -0.148320,         0.016612,        -8.928722,        -0.288164,         0.099641,        -2.892034,         0.026975,         0.035860,         0.752225,         8.600000,         8.355611,         0.244389,         0.063431,         0.527469,         0.047506,         0.000025
   42, 13087, 732628.4, 3421800,        22.124986,         1.266331,        17.471722,        -0.097094,         0.013967,        -6.951684,        -0.358400,         0.073768,        -4.858455,         0.083571,         0.032205,         2.594992,        11.700000,        11.441353,         0.258647,         0.066134,         0.561516,         0.018561,         0.000010
   43, 13089, 759231.9, 3735253,        26.737946,         1.338756,        19.972231,        -0.146720,         0.015584,        -9.414543,        -0.298696,         0.089527,        -3.336383,         0.028916,         0.034056,         0.849076,        32.700000,        24.635191,         8.064809,         2.215523,         0.550693,         0.149771,         0.107633
   44, 13091, 860451.4, 3569933,        22.529280,         1.294454,        17.404472,        -0.102329,         0.013849,        -7.388895,        -0.315711,         0.073899,        -4.272189,         0.052185,         0.032520,         1.604720,         8.000000,         9.854491,        -1.854491,        -0.473775,         0.550529,         0.016885,         0.000480
   45, 13093, 800031.3, 3564188,        22.436651,         1.315523,        17.055303,        -0.100934,         0.014358,        -7.029859,        -0.330303,         0.075012,        -4.403343,         0.063222,         0.033126,         1.908512,         9.500000,         7.338501,         2.161499,         0.562255,         0.563390,         0.051705,         0.002146
   46, 13095, 764116.9, 3494367,        21.601262,         1.373680,        15.725106,        -0.093458,         0.014946,        -6.253129,        -0.349492,         0.076881,        -4.545911,         0.084130,         0.034741,         2.421652,        17.000000,        16.358180,         0.641820,         0.172276,         0.558333,         0.109415,         0.000454
   47, 13097, 707288.7, 3731361,        25.759714,         1.300638,        19.805444,        -0.134014,         0.015013,        -8.926626,        -0.350421,         0.084457,        -4.149131,         0.057860,         0.033206,         1.742481,        12.000000,        20.310238,        -8.310238,        -2.176220,         0.556473,         0.064333,         0.040534
   48, 13099, 703495.1, 3467152,        22.326801,         1.267734,        17.611578,        -0.098238,         0.014066,        -6.984022,        -0.361275,         0.074165,        -4.871227,         0.083087,         0.032042,         2.593064,         9.400000,         9.459113,        -0.059113,        -0.015399,         0.563587,         0.054474,         0.000002
   49, 13101, 896654, 3401148,        21.613746,         1.356626,        15.931985,        -0.096862,         0.014407,        -6.723192,        -0.335297,         0.075746,        -4.426595,         0.078575,         0.033966,         2.313328,         4.700000,         7.934266,        -3.234266,        -0.849447,         0.561749,         0.069793,         0.006739
   50, 13103, 1031899, 3596117,        23.514698,         1.298005,        18.116031,        -0.110522,         0.013912,        -7.944620,        -0.304638,         0.074352,        -4.097226,         0.035651,         0.031599,         1.128231,         7.600000,        10.298432,        -2.698432,        -0.699582,         0.556170,         0.045348,         0.002894
   51, 13105, 879541.2, 3785425,        26.422653,         1.276360,        20.701565,        -0.139464,         0.014560,        -9.578633,        -0.269325,         0.080294,        -3.354242,         0.004482,         0.032171,         0.139322,         8.000000,        11.488889,        -3.488889,        -0.890795,         0.530168,         0.015720,         0.001578
   52, 13107, 943066.2, 3616602,        23.502224,         1.341194,        17.523363,        -0.110178,         0.014251,        -7.731131,        -0.293336,         0.076207,        -3.849183,         0.027954,         0.032987,         0.847428,         9.100000,         9.800785,        -0.700785,        -0.180155,         0.544660,         0.029094,         0.000121
   53, 13109, 981727.8, 3571315,        22.844642,         1.369323,        16.683159,        -0.106310,         0.014472,        -7.345959,        -0.299763,         0.076645,        -3.911055,         0.040702,         0.033332,         1.221124,         8.600000,         5.978683,         2.621317,         0.676420,         0.552915,         0.036379,         0.002150
   54, 13111, 739255.8, 3866604,        25.966029,         1.327670,        19.557594,        -0.135737,         0.015532,        -8.738966,        -0.320902,         0.089690,        -3.577924,         0.041984,         0.034204,         1.227444,         7.800000,         6.874114,         0.925886,         0.242884,         0.523927,         0.067566,         0.000532
   55, 13113, 731468.7, 3700612,        25.713313,         1.281256,        20.068828,        -0.133910,         0.014707,        -9.105176,        -0.335719,         0.081525,        -4.118017,         0.049492,         0.032602,         1.518067,        25.800000,        17.876603,         7.923397,         2.084836,         0.564123,         0.073215,         0.042743
   56, 13115, 662257.4, 3789664,        25.329397,         1.289511,        19.642634,        -0.127989,         0.014844,        -8.622318,        -0.361980,         0.083187,        -4.351412,         0.065185,         0.033022,         1.973971,        13.700000,        16.669958,        -2.969958,        -0.770127,         0.541330,         0.045720,         0.003537
   57, 13117, 765397.3, 3789005,        27.217890,         1.416777,        19.211132,        -0.153408,         0.016912,        -9.070889,        -0.277472,         0.102162,        -2.716013,         0.022295,         0.036240,         0.615205,        15.600000,        10.956786,         4.643214,         1.219540,         0.532535,         0.069867,         0.013907
   58, 13119, 845701.3, 3813323,        26.747176,         1.304195,        20.508570,        -0.144801,         0.015217,        -9.515998,        -0.264086,         0.086362,        -3.057886,         0.006001,         0.033483,         0.179219,         9.500000,         9.822459,        -0.322459,        -0.082965,         0.524456,         0.030685,         0.000027
   59, 13121, 733728.4, 3733248,        26.226757,         1.318121,        19.897085,        -0.139975,         0.015266,        -9.169317,        -0.328881,         0.086743,        -3.791463,         0.045281,         0.033544,         1.349901,        31.600000,        21.847863,         9.752137,         2.628754,         0.554936,         0.116920,         0.113892
   60, 13123, 732702.3, 3844809,        26.094035,         1.350269,        19.325060,        -0.137486,         0.015884,        -8.655651,        -0.323300,         0.092643,        -3.489757,         0.043905,         0.034782,         1.262277,         8.600000,         6.990108,         1.609892,         0.421208,         0.526284,         0.062653,         0.001476
   61, 13125, 908386.8, 3685752,        25.238593,         1.287573,        19.601682,        -0.124773,         0.014019,        -8.899995,        -0.284014,         0.075471,        -3.763229,         0.009988,         0.031732,         0.314765,         5.300000,         8.116558,        -2.816558,        -0.730182,         0.542747,         0.045282,         0.003148
   62, 13127, 1023411, 3471063,        22.574579,         1.332218,        16.945111,        -0.104157,         0.014156,        -7.357776,        -0.319103,         0.074988,        -4.255414,         0.056371,         0.032606,         1.728839,        19.900000,        17.338436,         2.561564,         0.672373,         0.565426,         0.068698,         0.004151
   63, 13129, 695325.1, 3822135,        25.745399,         1.329798,        19.360381,        -0.132914,         0.015521,        -8.563642,        -0.347277,         0.088988,        -3.902522,         0.056555,         0.034190,         1.654116,         9.200000,        11.511165,        -2.311165,        -0.594163,         0.533433,         0.029155,         0.001320
   64, 13131, 765058.1, 3421817,        21.728070,         1.314857,        16.525044,        -0.094657,         0.014364,        -6.589926,        -0.354386,         0.075070,        -4.720736,         0.086080,         0.033504,         2.569239,         7.700000,        11.292764,        -3.592764,        -0.919093,         0.558723,         0.019521,         0.002094
   65, 13133, 855577.3, 3722330,        26.378777,         1.284989,        20.528410,        -0.138732,         0.014510,        -9.561145,        -0.267647,         0.079278,        -3.376058,         0.002434,         0.032339,         0.075275,         8.800000,         9.280275,        -0.480275,        -0.123947,         0.539330,         0.036592,         0.000073
   66, 13135, 772634.6, 3764306,        27.310592,         1.392082,        19.618517,        -0.154665,         0.016499,        -9.374155,        -0.269247,         0.098034,        -2.746465,         0.016311,         0.035558,         0.458704,        29.600000,        24.213506,         5.386494,         1.448551,         0.537976,         0.112752,         0.033193
   67, 13137, 818917.1, 3839931,        26.498005,         1.301944,        20.352648,        -0.142127,         0.015202,        -9.349437,        -0.280887,         0.087067,        -3.226089,         0.017159,         0.033517,         0.511965,        12.000000,        10.754510,         1.245490,         0.320560,         0.523532,         0.031364,         0.000414
   68, 13139, 794419.5, 3803344,        26.942175,         1.347280,        19.997457,        -0.148799,         0.015924,        -9.344456,        -0.270773,         0.093327,        -2.901328,         0.014760,         0.034696,         0.425410,        15.400000,        12.129558,         3.270442,         0.840820,         0.527021,         0.029249,         0.002652
   69, 13141, 873518.8, 3689861,        25.644482,         1.277618,        20.072101,        -0.129488,         0.014103,        -9.181695,        -0.280701,         0.076104,        -3.688380,         0.008187,         0.031903,         0.256618,         6.800000,         4.898588,         1.901412,         0.527760,         0.544134,         0.167124,         0.006957
   70, 13143, 665933.8, 3740622,        25.172592,         1.269066,        19.835527,        -0.126616,         0.014505,        -8.728963,        -0.364681,         0.080401,        -4.535780,         0.067431,         0.032336,         2.085337,         7.500000,        11.772941,        -4.272941,        -1.100987,         0.551759,         0.033527,         0.005235
   71, 13145, 695500.6, 3624790,        23.994987,         1.249243,        19.207618,        -0.114627,         0.014185,        -8.080707,        -0.358522,         0.075700,        -4.736114,         0.070234,         0.031565,         2.225061,        13.600000,         9.892243,         3.707757,         0.962209,         0.574790,         0.047240,         0.005714
   72, 13147, 870749.9, 3810303,        26.495349,         1.280673,        20.688610,        -0.140853,         0.014740,        -9.555683,        -0.269541,         0.082159,        -3.280734,         0.006306,         0.032555,         0.193703,         9.100000,        12.401649,        -3.301649,        -0.844182,         0.526819,         0.018501,         0.001672
   73, 13149, 675280.4, 3685569,        24.763509,         1.244702,        19.895126,        -0.122486,         0.014128,        -8.669918,        -0.363174,         0.076972,        -4.718290,         0.068613,         0.031476,         2.179838,         5.700000,         6.496331,        -0.796331,        -0.206343,         0.563366,         0.044328,         0.000246
   74, 13151, 763488.4, 3699716,        26.080037,         1.283398,        20.321079,        -0.138175,         0.014711,        -9.392889,        -0.308780,         0.081606,        -3.783801,         0.032804,         0.032587,         1.006644,        10.700000,        14.031100,        -3.331100,        -0.868969,         0.560510,         0.057097,         0.005692
   75, 13153, 814118.9, 3590553,        23.123421,         1.277572,        18.099504,        -0.106684,         0.013999,        -7.620882,        -0.321880,         0.074161,        -4.340283,         0.050922,         0.032218,         1.580555,        16.000000,        18.591906,        -2.591906,        -0.682568,         0.563339,         0.074776,         0.004687
   76, 13155, 855461.8, 3506293,        21.118265,         1.414128,        14.933768,        -0.093225,         0.014753,        -6.319137,        -0.321952,         0.076812,        -4.191414,         0.075272,         0.034868,         2.158776,         8.300000,         8.746538,        -0.446538,        -0.115359,         0.542969,         0.038585,         0.000066
   77, 13157, 815753.1, 3783949,        27.239729,         1.347679,        20.212331,        -0.152407,         0.015955,        -9.552067,        -0.249037,         0.092829,        -2.682760,         0.001826,         0.034779,         0.052516,         9.000000,        11.858055,        -2.858055,        -0.733071,         0.526683,         0.024676,         0.001692
   78, 13159, 807249.1, 3695092,        26.188931,         1.274454,        20.549143,        -0.138184,         0.014478,        -9.544332,        -0.282280,         0.079546,        -3.548631,         0.014406,         0.032378,         0.444929,        10.800000,         7.960193,         2.839807,         0.736547,         0.552592,         0.046157,         0.003268
   79, 13161, 915741.9, 3530869,        21.450218,         1.443341,        14.861503,        -0.097352,         0.014903,        -6.532369,        -0.301487,         0.078153,        -3.857671,         0.059953,         0.034948,         1.715511,         8.300000,        10.365510,        -2.065510,        -0.533703,         0.540836,         0.038929,         0.001436
   80, 13163, 924108.1, 3668080,        24.759704,         1.287756,        19.227014,        -0.120111,         0.013903,        -8.639116,        -0.289456,         0.074927,        -3.863167,         0.015175,         0.031688,         0.478895,         6.200000,         4.537200,         1.662800,         0.435738,         0.544296,         0.065608,         0.001660
   81, 13165, 970465.7, 3640263,        24.042759,         1.294028,        18.579786,        -0.114235,         0.013872,        -8.234643,        -0.295813,         0.074681,        -3.961008,         0.024461,         0.031668,         0.772420,         7.700000,        10.688727,        -2.988727,        -0.772542,         0.548162,         0.039652,         0.003067
   82, 13167, 908636.7, 3624562,        23.795515,         1.306035,        18.219660,        -0.111990,         0.013972,        -8.015044,        -0.296469,         0.075083,        -3.948553,         0.026534,         0.032540,         0.815427,         4.900000,         6.914133,        -2.014133,        -0.518737,         0.545170,         0.032652,         0.001131
   83, 13169, 821367.1, 3660143,        25.223169,         1.252243,        20.142390,        -0.126466,         0.013972,        -9.051632,        -0.296997,         0.075468,        -3.935410,         0.022389,         0.031736,         0.705469,        12.000000,        12.231220,        -0.231220,        -0.060104,         0.558019,         0.050406,         0.000024
   84, 13171, 766461.7, 3663959,        25.225085,         1.249823,        20.182930,        -0.127935,         0.014183,        -9.020351,        -0.319686,         0.076834,        -4.160745,         0.039869,         0.031667,         1.258993,        10.000000,        13.234267,        -3.234267,        -0.828499,         0.568682,         0.022160,         0.001936
   85, 13173, 873804.3, 3439981,        21.079641,         1.427563,        14.766176,        -0.093616,         0.014926,        -6.272150,        -0.330426,         0.077665,        -4.254514,         0.082885,         0.035346,         2.344957,         5.400000,         5.363050,         0.036950,         0.009609,         0.552619,         0.051254,         0.000001
   86, 13175, 884830.4, 3599291,        23.223845,         1.287460,        18.038498,        -0.107549,         0.013789,        -7.799647,        -0.305803,         0.074106,        -4.126573,         0.038028,         0.032347,         1.175639,        12.000000,        12.532665,        -0.532665,        -0.136258,         0.547955,         0.019424,         0.000046
   87, 13177, 770455.5, 3520161,        21.569259,         1.405085,        15.350861,        -0.093476,         0.015243,        -6.132438,        -0.343436,         0.077896,        -4.408912,         0.080926,         0.035427,         2.284331,        13.700000,        11.487546,         2.212454,         0.575087,         0.559423,         0.050311,         0.002181
   88, 13179, 1014742, 3537225,        22.799269,         1.351395,        16.870913,        -0.105966,         0.014326,        -7.396630,        -0.308256,         0.075802,        -4.066580,         0.046822,         0.032859,         1.424941,        13.400000,        15.844071,        -2.444071,        -0.637622,         0.560297,         0.057241,         0.003073
   89, 13181, 919396.5, 3752562,        25.863459,         1.263435,        20.470751,        -0.131902,         0.014052,        -9.386941,        -0.278288,         0.076188,        -3.652642,         0.006679,         0.031204,         0.214042,         8.200000,         7.974770,         0.225230,         0.058709,         0.536129,         0.055634,         0.000025
   90, 13183, 1004544, 3517834,        22.517410,         1.376897,        16.353742,        -0.104302,         0.014513,        -7.187056,        -0.309259,         0.076520,        -4.041563,         0.051352,         0.033412,         1.536925,         5.200000,         5.874617,        -0.674617,        -0.174980,         0.561239,         0.046245,         0.000185
   91, 13185, 864781.1, 3419313,        21.212384,         1.400129,        15.150307,        -0.093978,         0.014778,        -6.359384,        -0.335963,         0.076975,        -4.364578,         0.084114,         0.034986,         2.404206,        16.300000,        12.734888,         3.565112,         0.915513,         0.555520,         0.026990,         0.002894
   92, 13187, 772600, 3832429,        26.659548,         1.368132,        19.486094,        -0.145249,         0.016237,        -8.945698,        -0.289384,         0.096300,        -3.005040,         0.026374,         0.035325,         0.746611,        11.100000,        10.852624,         0.247376,         0.064307,         0.523557,         0.050494,         0.000027
   93, 13189, 917730.9, 3716368,        25.538593,         1.265303,        20.183775,        -0.128043,         0.013908,        -9.206430,        -0.282955,         0.075132,        -3.766098,         0.009018,         0.031124,         0.289729,        10.400000,        11.316831,        -0.916831,        -0.234185,         0.540450,         0.016530,         0.000115
   94, 13191, 1030500, 3500535,        22.725238,         1.334534,        17.028590,        -0.105271,         0.014183,        -7.422160,        -0.314971,         0.075121,        -4.192819,         0.051889,         0.032550,         1.594126,         8.700000,         7.423117,         1.276883,         0.332516,         0.563907,         0.053809,         0.000783
   95, 13193, 777055.3, 3584821,        23.063470,         1.286343,        17.929482,        -0.106020,         0.014306,        -7.410883,        -0.333660,         0.074971,        -4.450515,         0.060042,         0.032562,         1.843935,        10.100000,         9.891313,         0.208687,         0.054292,         0.571875,         0.051981,         0.000020
   96, 13195, 848638.8, 3785405,        26.860762,         1.306998,        20.551494,        -0.145941,         0.015193,        -9.605777,        -0.257499,         0.085585,        -3.008704,         0.001250,         0.033404,         0.037417,         9.700000,         8.234382,         1.465618,         0.378922,         0.527489,         0.040066,         0.000746
   97, 13197, 732876.8, 3584393,        23.228957,         1.273166,        18.245040,        -0.107028,         0.014332,        -7.467695,        -0.348912,         0.075219,        -4.638645,         0.068774,         0.032189,         2.136580,         4.600000,         5.528588,        -0.928588,        -0.240074,         0.575757,         0.040032,         0.000299
   98, 13199, 715359.8, 3660275,        24.739448,         1.244273,        19.882645,        -0.122619,         0.014142,        -8.670301,        -0.349295,         0.076420,        -4.570732,         0.060502,         0.031457,         1.923311,         6.700000,         9.523347,        -2.823347,        -0.726444,         0.571063,         0.030776,         0.002086
   99, 13201, 716369.8, 3451034,        22.044812,         1.296768,        16.999810,        -0.096146,         0.014332,        -6.708391,        -0.360223,         0.075102,        -4.796476,         0.085512,         0.032906,         2.598692,         8.200000,         6.819109,         1.380891,         0.356257,         0.561827,         0.035964,         0.000589
