   23.0000   25.0000    0.1429
   24.0000   25.0000    0.1667
   26.0000   25.0000    0.3333
   27.0000   25.0000    0.2500
   29.0000   25.0000    0.1667
   25.0000   26.0000    0.2000
   27.0000   26.0000    0.2500
   28.0000   26.0000    0.2500
   25.0000   27.0000    0.2000
   26.0000   27.0000    0.3333
   28.0000   27.0000    0.2500
   29.0000   27.0000    0.1667
   26.0000   28.0000    0.3333
   27.0000   28.0000    0.2500
   29.0000   28.0000    0.1667
   30.0000   28.0000    0.1667
   23.0000   29.0000    0.1429
   24.0000   29.0000    0.1667
   25.0000   29.0000    0.2000
   27.0000   29.0000    0.2500
   28.0000   29.0000    0.2500
   30.0000   29.0000    0.1667
   24.0000   30.0000    0.1667
   28.0000   30.0000    0.2500
   29.0000   30.0000    0.1667
   31.0000   30.0000    0.1111
   33.0000   30.0000    0.1667
   34.0000   30.0000    0.2000
   19.0000   31.0000    0.1667
   20.0000   31.0000    0.2000
   21.0000   31.0000    0.2500
   22.0000   31.0000    0.2500
   23.0000   31.0000    0.1429
   24.0000   31.0000    0.1667
   30.0000   31.0000    0.1667
   32.0000   31.0000    0.1429
   33.0000   31.0000    0.1667
    9.0000   32.0000    0.1667
   20.0000   32.0000    0.2000
   31.0000   32.0000    0.1111
   33.0000   32.0000    0.1667
   34.0000   32.0000    0.2000
   35.0000   32.0000    0.1429
   36.0000   32.0000    0.1250
   24.0000   33.0000    0.1667
   30.0000   33.0000    0.1667
   31.0000   33.0000    0.1111
   32.0000   33.0000    0.1429
   34.0000   33.0000    0.2000
   35.0000   33.0000    0.1429
   30.0000   34.0000    0.1667
   32.0000   34.0000    0.1429
   33.0000   34.0000    0.1667
   35.0000   34.0000    0.1429
   43.0000   34.0000    0.3333
   32.0000   35.0000    0.1429
   33.0000   35.0000    0.1667
   34.0000   35.0000    0.2000
   36.0000   35.0000    0.1250
   41.0000   35.0000    0.3333
   42.0000   35.0000    0.2000
   43.0000   35.0000    0.3333
    7.0000   36.0000    0.1250
    9.0000   36.0000    0.1667
   32.0000   36.0000    0.1429
   35.0000   36.0000    0.1429
   37.0000   36.0000    0.1429
   38.0000   36.0000    0.2000
   40.0000   36.0000    0.1667
   42.0000   36.0000    0.2000
    3.0000   37.0000    0.1667
    4.0000   37.0000    0.2500
   36.0000   37.0000    0.1250
   38.0000   37.0000    0.2000
   39.0000   37.0000    0.2500
   40.0000   37.0000    0.1667
   42.0000   37.0000    0.2000
    3.0000   38.0000    0.1667
    7.0000   38.0000    0.1250
    9.0000   38.0000    0.1667
   36.0000   38.0000    0.1250
   37.0000   38.0000    0.1429
    3.0000   39.0000    0.1667
    4.0000   39.0000    0.2500
   37.0000   39.0000    0.1429
   40.0000   39.0000    0.1667
    4.0000   40.0000    0.2500
   36.0000   40.0000    0.1250
   37.0000   40.0000    0.1429
   39.0000   40.0000    0.2500
   41.0000   40.0000    0.3333
   42.0000   40.0000    0.2000
   35.0000   41.0000    0.1429
   40.0000   41.0000    0.1667
   42.0000   41.0000    0.2000
   35.0000   42.0000    0.1429
   36.0000   42.0000    0.1250
   37.0000   42.0000    0.1429
   40.0000   42.0000    0.1667
   41.0000   42.0000    0.3333
   34.0000   43.0000    0.2000
   35.0000   43.0000    0.1429
   44.0000   43.0000    0.2500
   43.0000   44.0000    0.3333
   45.0000   44.0000    0.5000
   46.0000   44.0000    0.2000
   49.0000   44.0000    0.5000
   44.0000   45.0000    0.2500
   46.0000   45.0000    0.2000
   44.0000   46.0000    0.2500
   45.0000   46.0000    0.5000
   47.0000   46.0000    0.5000
   48.0000   46.0000    0.5000
   49.0000   46.0000    0.5000
   46.0000   47.0000    0.2000
   48.0000   47.0000    0.5000
   46.0000   48.0000    0.2000
   47.0000   48.0000    0.5000
   44.0000   49.0000    0.2500
   46.0000   49.0000    0.2000
